total_cases,crime_type_diversity,avg_gravity,age,is_priority,cases_per_year,recidivism_risk
7,6,1.57,38,0,3.5,HIGH
35,3,1.97,22,0,17.5,HIGH
36,8,1.89,39,0,18.0,HIGH
3,3,1.67,41,0,1.5,HIGH
2,2,1.5,18,0,1.0,HIGH
1,1,1.0,35,0,0.5,LOW
30,4,1.97,28,0,15.0,HIGH
8,6,1.25,23,0,4.0,HIGH
4,3,1.25,29,0,2.0,HIGH
14,9,1.21,33,0,7.0,HIGH
4,4,1.5,15,0,2.0,HIGH
4,4,1.5,15,0,2.0,HIGH
2,2,1.0,33,0,1.0,LOW
6,5,1.5,29,0,3.0,HIGH
4,4,1.5,38,0,2.0,HIGH
2,2,1.5,15,0,1.0,HIGH
1,1,1.0,34,0,0.5,LOW
4,4,1.25,31,0,2.0,HIGH
3,3,1.33,25,0,1.5,HIGH
5,2,1.4,19,0,2.5,HIGH
13,9,1.54,28,0,6.5,HIGH
6,5,1.67,38,0,3.0,HIGH
3,2,2.0,20,0,1.5,HIGH
4,3,1.0,34,0,2.0,HIGH
5,4,1.6,31,0,2.5,HIGH
3,3,1.33,25,0,1.5,HIGH
7,6,1.29,33,0,3.5,HIGH
5,3,1.4,23,0,2.5,HIGH
22,8,1.68,23,0,11.0,HIGH
7,4,1.86,40,0,3.5,HIGH
6,6,1.5,35,0,3.0,HIGH
3,2,1.67,37,0,1.5,HIGH
7,6,1.57,23,0,3.5,HIGH
6,5,1.33,27,0,3.0,HIGH
4,4,1.5,36,0,2.0,HIGH
11,7,1.73,33,0,5.5,HIGH
3,3,2.0,34,0,1.5,HIGH
6,5,1.33,36,0,3.0,HIGH
5,4,1.8,26,0,2.5,HIGH
1,1,2.0,19,0,0.5,LOW
5,5,1.4,16,0,2.5,HIGH
8,5,1.63,38,0,4.0,HIGH
3,2,1.67,30,0,1.5,HIGH
8,6,1.63,24,0,4.0,HIGH
3,2,2.0,43,0,1.5,HIGH
2,2,1.5,44,0,1.0,HIGH
11,8,1.73,33,0,5.5,HIGH
6,5,1.5,40,0,3.0,HIGH
1,1,2.0,23,0,0.5,LOW
3,3,1.33,36,0,1.5,HIGH
8,6,1.5,23,0,4.0,HIGH
3,3,1.67,19,0,1.5,HIGH
9,6,1.44,42,0,4.5,HIGH
2,2,1.0,21,0,1.0,LOW
3,3,1.33,30,0,1.5,HIGH
11,8,1.55,34,0,5.5,HIGH
7,4,1.57,21,0,3.5,HIGH
2,2,1.5,31,0,1.0,HIGH
2,2,1.5,46,0,1.0,HIGH
10,6,1.5,34,0,5.0,HIGH
43,8,1.88,32,0,21.5,HIGH
4,3,1.5,33,0,2.0,HIGH
2,2,2.0,18,0,1.0,HIGH
14,8,1.64,34,0,7.0,HIGH
5,5,1.6,27,0,2.5,HIGH
8,4,1.63,36,0,4.0,HIGH
5,3,1.8,35,0,2.5,HIGH
5,4,1.8,40,0,2.5,HIGH
4,4,1.25,52,0,2.0,HIGH
13,8,1.69,34,0,6.5,HIGH
33,3,2.0,26,0,16.5,HIGH
5,4,1.4,26,0,2.5,HIGH
8,6,1.25,26,0,4.0,HIGH
1,1,2.0,23,0,0.5,LOW
2,2,2.0,53,0,1.0,HIGH
47,5,1.04,50,0,23.5,HIGH
1,1,1.0,24,0,0.5,LOW
5,4,1.6,20,0,2.5,HIGH
2,2,2.0,43,0,1.0,HIGH
4,3,1.5,25,0,2.0,HIGH
28,5,1.14,33,0,14.0,HIGH
12,8,1.5,35,0,6.0,HIGH
10,7,1.8,50,0,5.0,HIGH
3,3,2.0,22,0,1.5,HIGH
2,2,1.5,18,0,1.0,HIGH
3,2,1.67,42,0,1.5,HIGH
9,7,1.44,38,0,4.5,HIGH
2,2,1.5,53,0,1.0,HIGH
2,2,1.0,39,0,1.0,LOW
7,4,1.43,25,0,3.5,HIGH
2,2,1.0,21,0,1.0,LOW
13,6,1.77,27,0,6.5,HIGH
7,5,1.71,19,0,3.5,HIGH
5,4,1.6,37,0,2.5,HIGH
2,1,2.0,21,0,1.0,HIGH
9,6,1.67,19,0,4.5,HIGH
13,6,1.62,26,0,6.5,HIGH
6,4,1.83,40,0,3.0,HIGH
4,3,1.25,33,0,2.0,HIGH
3,3,2.0,35,0,1.5,HIGH
3,2,2.0,35,0,1.5,HIGH
4,4,2.0,48,0,2.0,HIGH
12,6,1.75,30,0,6.0,HIGH
8,5,1.63,31,0,4.0,HIGH
2,2,1.5,34,0,1.0,HIGH
43,7,1.07,31,0,21.5,HIGH
4,3,1.5,25,0,2.0,HIGH
6,6,1.5,39,0,3.0,HIGH
1,1,1.0,49,0,0.5,LOW
4,3,1.75,23,0,2.0,HIGH
1,1,1.0,34,0,0.5,LOW
1,1,1.0,52,0,0.5,LOW
1,1,2.0,36,0,0.5,LOW
1,1,2.0,31,0,0.5,LOW
17,9,1.47,30,0,8.5,HIGH
7,5,1.57,32,0,3.5,HIGH
4,3,1.75,46,0,2.0,HIGH
1,1,1.0,37,0,0.5,LOW
3,2,1.67,27,0,1.5,HIGH
3,3,1.33,47,0,1.5,HIGH
9,5,1.78,26,0,4.5,HIGH
3,3,1.67,27,0,1.5,HIGH
36,7,1.14,27,0,18.0,HIGH
30,4,1.97,36,0,15.0,HIGH
1,1,1.0,39,0,0.5,LOW
4,4,1.75,36,0,2.0,HIGH
10,5,1.6,15,0,5.0,HIGH
5,5,1.6,34,0,2.5,HIGH
1,1,2.0,17,0,0.5,LOW
5,5,1.2,23,0,2.5,HIGH
7,4,1.57,30,0,3.5,HIGH
7,5,1.43,31,0,3.5,HIGH
6,4,1.67,28,0,3.0,HIGH
3,3,1.67,41,0,1.5,HIGH
4,3,1.5,36,0,2.0,HIGH
6,5,1.67,26,0,3.0,HIGH
3,1,1.0,22,0,1.5,HIGH
3,1,2.0,33,0,1.5,HIGH
3,3,1.0,35,0,1.5,HIGH
2,2,1.5,30,0,1.0,HIGH
28,6,1.21,22,0,14.0,HIGH
15,9,1.47,28,0,7.5,HIGH
2,1,2.0,29,0,1.0,HIGH
1,1,1.0,22,0,0.5,LOW
9,6,1.67,26,0,4.5,HIGH
10,5,1.7,20,0,5.0,HIGH
11,8,1.64,21,0,5.5,HIGH
24,12,1.63,28,0,12.0,HIGH
2,2,1.5,19,0,1.0,HIGH
4,3,2.0,35,0,2.0,HIGH
2,2,2.0,36,0,1.0,HIGH
31,6,1.9,20,0,15.5,HIGH
14,9,1.64,33,0,7.0,HIGH
39,5,1.87,20,0,19.5,HIGH
2,2,1.5,25,0,1.0,HIGH
7,4,1.71,34,0,3.5,HIGH
2,1,2.0,35,0,1.0,HIGH
3,3,1.33,44,0,1.5,HIGH
31,2,1.97,52,0,15.5,HIGH
11,7,1.55,37,0,5.5,HIGH
14,9,1.36,28,0,7.0,HIGH
1,1,1.0,22,0,0.5,LOW
28,4,1.96,43,0,14.0,HIGH
2,2,2.0,40,0,1.0,HIGH
66,7,1.44,26,0,33.0,HIGH
3,3,1.67,22,0,1.5,HIGH
9,6,1.33,26,0,4.5,HIGH
9,4,1.67,28,0,4.5,HIGH
5,4,1.6,33,0,2.5,HIGH
4,4,1.25,17,0,2.0,HIGH
6,5,1.5,35,0,3.0,HIGH
6,5,1.5,45,0,3.0,HIGH
7,6,1.57,62,0,3.5,HIGH
40,5,1.07,21,0,20.0,HIGH
10,7,1.3,27,0,5.0,HIGH
45,9,1.84,45,0,22.5,HIGH
6,4,1.5,29,0,3.0,HIGH
6,4,1.5,21,0,3.0,HIGH
23,2,1.96,28,0,11.5,HIGH
4,4,1.5,46,0,2.0,HIGH
3,2,1.67,23,0,1.5,HIGH
34,6,1.91,27,0,17.0,HIGH
4,3,1.5,42,0,2.0,HIGH
13,6,1.62,28,0,6.5,HIGH
3,3,1.67,47,0,1.5,HIGH
2,2,2.0,36,0,1.0,HIGH
4,3,1.25,37,0,2.0,HIGH
2,2,1.5,24,0,1.0,HIGH
4,4,1.5,35,0,2.0,HIGH
3,3,1.33,47,0,1.5,HIGH
4,3,1.5,36,0,2.0,HIGH
28,5,1.93,35,0,14.0,HIGH
4,2,1.25,27,0,2.0,HIGH
4,4,1.5,24,0,2.0,HIGH
6,3,1.5,29,0,3.0,HIGH
3,3,1.0,37,0,1.5,HIGH
3,3,1.33,32,0,1.5,HIGH
2,2,1.5,65,0,1.0,HIGH
7,5,1.86,36,0,3.5,HIGH
23,7,1.87,30,0,11.5,HIGH
3,2,1.67,31,0,1.5,HIGH
4,4,1.75,49,0,2.0,HIGH
2,2,2.0,23,0,1.0,HIGH
7,5,1.71,41,0,3.5,HIGH
4,4,1.25,28,0,2.0,HIGH
1,1,2.0,35,0,0.5,LOW
6,3,1.83,23,0,3.0,HIGH
7,4,1.57,35,0,3.5,HIGH
4,3,1.75,45,0,2.0,HIGH
4,4,1.5,20,0,2.0,HIGH
2,2,1.0,33,0,1.0,LOW
36,4,1.97,24,0,18.0,HIGH
5,3,1.2,35,0,2.5,HIGH
19,6,1.89,31,0,9.5,HIGH
2,1,2.0,55,0,1.0,HIGH
6,4,1.83,38,0,3.0,HIGH
12,6,1.42,33,0,6.0,HIGH
2,2,1.5,27,0,1.0,HIGH
48,4,1.96,25,0,24.0,HIGH
1,1,2.0,15,0,0.5,LOW
1,1,2.0,30,0,0.5,LOW
3,3,2.0,36,0,1.5,HIGH
5,3,1.4,15,0,2.5,HIGH
1,1,2.0,33,0,0.5,LOW
3,2,1.0,25,0,1.5,HIGH
31,3,1.0,44,0,15.5,HIGH
4,4,1.5,16,0,2.0,HIGH
4,3,1.75,27,0,2.0,HIGH
4,4,1.5,32,0,2.0,HIGH
1,1,2.0,43,0,0.5,LOW
5,4,1.8,29,0,2.5,HIGH
4,3,1.5,24,0,2.0,HIGH
7,5,1.14,23,0,3.5,HIGH
26,4,1.96,38,0,13.0,HIGH
25,4,1.92,41,0,12.5,HIGH
9,7,1.33,41,0,4.5,HIGH
13,8,1.46,34,0,6.5,HIGH
2,2,2.0,59,0,1.0,HIGH
3,3,1.67,15,0,1.5,HIGH
13,7,1.62,24,0,6.5,HIGH
35,7,1.91,17,0,17.5,HIGH
24,3,1.92,15,0,12.0,HIGH
2,2,1.5,28,0,1.0,HIGH
7,5,1.71,23,0,3.5,HIGH
7,6,1.71,31,0,3.5,HIGH
1,1,2.0,17,0,0.5,LOW
7,4,1.71,52,0,3.5,HIGH
3,2,2.0,24,0,1.5,HIGH
5,3,1.8,39,0,2.5,HIGH
4,4,1.5,51,0,2.0,HIGH
12,7,1.5,31,0,6.0,HIGH
6,4,1.67,46,0,3.0,HIGH
9,5,1.56,18,0,4.5,HIGH
12,6,1.75,37,0,6.0,HIGH
1,1,1.0,41,0,0.5,LOW
32,5,1.09,35,0,16.0,HIGH
1,1,2.0,33,0,0.5,LOW
9,5,1.78,33,0,4.5,HIGH
12,6,1.5,29,0,6.0,HIGH
5,5,1.8,35,0,2.5,HIGH
3,2,1.67,28,0,1.5,HIGH
15,9,1.73,27,0,7.5,HIGH
45,8,1.91,22,0,22.5,HIGH
43,6,1.91,33,0,21.5,HIGH
5,5,1.4,25,0,2.5,HIGH
8,4,1.5,35,0,4.0,HIGH
35,4,1.94,32,0,17.5,HIGH
11,6,1.64,31,0,5.5,HIGH
7,5,1.43,40,0,3.5,HIGH
1,1,2.0,52,0,0.5,LOW
2,1,2.0,28,0,1.0,HIGH
2,2,1.5,23,0,1.0,HIGH
5,5,1.2,42,0,2.5,HIGH
2,2,1.5,27,0,1.0,HIGH
3,3,1.67,29,0,1.5,HIGH
5,4,1.8,34,0,2.5,HIGH
2,2,1.5,22,0,1.0,HIGH
1,1,1.0,41,0,0.5,LOW
5,5,1.4,23,0,2.5,HIGH
9,7,1.56,43,0,4.5,HIGH
5,3,1.6,38,0,2.5,HIGH
2,2,1.5,23,0,1.0,HIGH
3,2,2.0,30,0,1.5,HIGH
7,4,1.71,25,0,3.5,HIGH
1,1,2.0,53,0,0.5,LOW
8,5,1.75,31,0,4.0,HIGH
3,3,1.33,42,0,1.5,HIGH
3,3,1.33,22,0,1.5,HIGH
2,2,2.0,48,0,1.0,HIGH
2,2,1.5,38,0,1.0,HIGH
7,6,1.57,42,0,3.5,HIGH
4,3,1.25,38,0,2.0,HIGH
8,6,1.75,25,0,4.0,HIGH
2,2,1.5,24,0,1.0,HIGH
3,3,2.0,20,0,1.5,HIGH
14,6,1.57,27,0,7.0,HIGH
1,1,2.0,15,0,0.5,LOW
3,3,1.67,52,0,1.5,HIGH
4,3,1.25,50,0,2.0,HIGH
3,3,1.33,18,0,1.5,HIGH
1,1,2.0,31,0,0.5,LOW
8,5,1.63,24,0,4.0,HIGH
1,1,2.0,36,0,0.5,LOW
4,3,1.5,26,0,2.0,HIGH
7,4,1.14,39,0,3.5,HIGH
5,4,2.0,39,0,2.5,HIGH
42,7,1.88,37,0,21.0,HIGH
34,4,1.85,38,0,17.0,HIGH
4,3,1.75,21,0,2.0,HIGH
5,4,1.6,25,0,2.5,HIGH
4,4,1.75,35,0,2.0,HIGH
30,6,1.9,40,0,15.0,HIGH
6,4,1.5,19,0,3.0,HIGH
42,6,1.95,47,0,21.0,HIGH
4,3,2.0,40,0,2.0,HIGH
4,3,1.75,42,0,2.0,HIGH
3,3,1.33,35,0,1.5,HIGH
3,3,1.67,45,0,1.5,HIGH
33,7,1.88,33,0,16.5,HIGH
2,2,1.5,40,0,1.0,HIGH
42,6,1.07,41,0,21.0,HIGH
3,3,1.33,26,0,1.5,HIGH
8,5,1.5,42,0,4.0,HIGH
48,7,1.15,26,0,24.0,HIGH
7,5,1.71,35,0,3.5,HIGH
2,2,1.5,22,0,1.0,HIGH
2,2,1.5,15,0,1.0,HIGH
3,1,2.0,34,0,1.5,HIGH
3,3,1.67,44,0,1.5,HIGH
8,5,1.38,34,0,4.0,HIGH
3,3,1.33,31,0,1.5,HIGH
5,4,1.6,22,0,2.5,HIGH
8,4,1.75,32,0,4.0,HIGH
3,3,1.0,15,0,1.5,HIGH
10,6,1.4,34,0,5.0,HIGH
9,6,1.56,18,0,4.5,HIGH
1,1,2.0,30,0,0.5,LOW
9,6,1.67,38,0,4.5,HIGH
1,1,1.0,24,0,0.5,LOW
6,5,1.67,30,0,3.0,HIGH
6,4,1.17,39,0,3.0,HIGH
4,4,1.25,54,0,2.0,HIGH
2,1,2.0,30,0,1.0,HIGH
7,5,1.71,22,0,3.5,HIGH
3,3,1.67,29,0,1.5,HIGH
20,2,2.0,15,0,10.0,HIGH
7,6,1.29,38,0,3.5,HIGH
5,4,1.8,34,0,2.5,HIGH
2,2,1.5,25,0,1.0,HIGH
6,3,1.33,40,0,3.0,HIGH
8,7,1.25,22,0,4.0,HIGH
11,7,1.64,31,0,5.5,HIGH
5,3,1.8,52,0,2.5,HIGH
2,2,1.0,66,0,1.0,LOW
4,4,1.5,30,0,2.0,HIGH
1,1,1.0,38,0,0.5,LOW
7,5,1.57,40,0,3.5,HIGH
6,5,1.67,35,0,3.0,HIGH
1,1,2.0,26,0,0.5,LOW
2,2,1.5,18,0,1.0,HIGH
2,2,1.5,39,0,1.0,HIGH
2,2,1.5,17,0,1.0,HIGH
6,5,1.5,49,0,3.0,HIGH
3,2,1.67,43,0,1.5,HIGH
13,7,1.46,26,0,6.5,HIGH
3,2,1.0,17,0,1.5,HIGH
1,1,2.0,23,0,0.5,LOW
4,3,1.75,29,0,2.0,HIGH
3,2,1.67,26,0,1.5,HIGH
1,1,1.0,33,0,0.5,LOW
11,8,1.45,21,0,5.5,HIGH
4,4,1.5,19,0,2.0,HIGH
5,2,1.8,32,0,2.5,HIGH
9,5,1.78,48,0,4.5,HIGH
2,2,1.5,29,0,1.0,HIGH
9,7,1.33,31,0,4.5,HIGH
1,1,2.0,29,0,0.5,LOW
4,4,1.25,33,0,2.0,HIGH
5,4,1.6,17,0,2.5,HIGH
6,4,1.83,37,0,3.0,HIGH
5,4,1.4,42,0,2.5,HIGH
3,3,1.67,28,0,1.5,HIGH
6,5,1.5,37,0,3.0,HIGH
3,2,1.67,18,0,1.5,HIGH
3,3,1.67,51,0,1.5,HIGH
29,3,1.93,15,0,14.5,HIGH
3,3,1.67,23,0,1.5,HIGH
4,4,1.5,45,0,2.0,HIGH
3,3,1.67,36,0,1.5,HIGH
4,3,1.75,23,0,2.0,HIGH
2,2,1.0,30,0,1.0,LOW
2,2,2.0,22,0,1.0,HIGH
5,5,1.8,32,0,2.5,HIGH
4,4,1.5,40,0,2.0,HIGH
3,3,1.33,31,0,1.5,HIGH
14,7,1.86,19,0,7.0,HIGH
4,3,1.25,39,0,2.0,HIGH
1,1,1.0,33,0,0.5,LOW
4,4,1.25,24,0,2.0,HIGH
3,2,2.0,34,0,1.5,HIGH
12,6,1.75,24,0,6.0,HIGH
9,6,1.56,25,0,4.5,HIGH
4,4,1.5,43,0,2.0,HIGH
21,4,1.14,19,0,10.5,HIGH
31,4,1.03,34,0,15.5,HIGH
6,4,1.67,37,0,3.0,HIGH
6,5,1.67,29,0,3.0,HIGH
4,4,1.5,28,0,2.0,HIGH
1,1,2.0,39,0,0.5,LOW
6,5,1.5,24,0,3.0,HIGH
2,2,1.5,52,0,1.0,HIGH
7,3,1.71,25,0,3.5,HIGH
6,5,1.5,33,0,3.0,HIGH
6,5,1.67,34,0,3.0,HIGH
3,3,1.67,16,0,1.5,HIGH
56,6,1.48,36,0,28.0,HIGH
48,10,1.9,27,0,24.0,HIGH
4,3,1.75,41,0,2.0,HIGH
2,2,1.5,51,0,1.0,HIGH
31,4,1.97,26,0,15.5,HIGH
1,1,2.0,34,0,0.5,LOW
1,1,2.0,30,0,0.5,LOW
4,3,1.5,34,0,2.0,HIGH
3,3,1.67,26,0,1.5,HIGH
7,5,1.43,40,0,3.5,HIGH
2,2,1.5,17,0,1.0,HIGH
25,5,1.92,31,0,12.5,HIGH
31,5,1.97,40,0,15.5,HIGH
34,5,1.94,15,0,17.0,HIGH
2,2,2.0,28,0,1.0,HIGH
4,4,1.5,52,0,2.0,HIGH
5,4,1.6,22,0,2.5,HIGH
6,4,1.83,21,0,3.0,HIGH
12,5,1.75,32,0,6.0,HIGH
6,4,1.5,24,0,3.0,HIGH
3,3,1.67,28,0,1.5,HIGH
3,3,1.67,40,0,1.5,HIGH
27,6,1.93,40,0,13.5,HIGH
8,6,1.63,20,0,4.0,HIGH
6,4,1.83,18,0,3.0,HIGH
36,6,1.86,17,0,18.0,HIGH
6,4,1.67,15,0,3.0,HIGH
32,4,1.97,38,0,16.0,HIGH
7,6,1.57,20,0,3.5,HIGH
5,2,2.0,33,0,2.5,HIGH
1,1,1.0,35,0,0.5,LOW
46,5,1.98,38,0,23.0,HIGH
4,4,1.5,26,0,2.0,HIGH
2,2,1.0,17,0,1.0,LOW
3,3,1.67,20,0,1.5,HIGH
3,3,1.33,15,0,1.5,HIGH
4,4,2.0,35,0,2.0,HIGH
2,2,1.5,30,0,1.0,HIGH
2,2,2.0,54,0,1.0,HIGH
4,4,1.75,22,0,2.0,HIGH
3,3,1.67,44,0,1.5,HIGH
6,5,1.83,37,0,3.0,HIGH
1,1,1.0,45,0,0.5,LOW
5,4,1.4,25,0,2.5,HIGH
5,4,1.6,46,0,2.5,HIGH
9,5,1.33,38,0,4.5,HIGH
2,2,1.5,15,0,1.0,HIGH
4,3,1.75,47,0,2.0,HIGH
1,1,1.0,15,0,0.5,LOW
4,4,1.25,36,0,2.0,HIGH
7,5,1.71,42,0,3.5,HIGH
3,3,2.0,28,0,1.5,HIGH
3,3,1.67,49,0,1.5,HIGH
20,8,1.35,44,0,10.0,HIGH
10,7,1.4,38,0,5.0,HIGH
40,6,1.13,39,0,20.0,HIGH
6,6,1.33,44,0,3.0,HIGH
5,5,1.4,37,0,2.5,HIGH
13,8,1.46,25,0,6.5,HIGH
3,3,1.67,33,0,1.5,HIGH
6,4,1.67,42,0,3.0,HIGH
5,4,1.6,26,0,2.5,HIGH
6,5,1.67,27,0,3.0,HIGH
3,3,1.33,30,0,1.5,HIGH
1,1,2.0,25,0,0.5,LOW
5,4,1.4,40,0,2.5,HIGH
7,5,1.86,35,0,3.5,HIGH
2,1,2.0,15,0,1.0,HIGH
12,7,1.5,24,0,6.0,HIGH
8,6,1.63,42,0,4.0,HIGH
6,6,1.5,30,0,3.0,HIGH
9,7,1.33,29,0,4.5,HIGH
7,5,1.57,30,0,3.5,HIGH
2,1,1.0,30,0,1.0,LOW
3,3,1.67,28,0,1.5,HIGH
3,2,2.0,30,0,1.5,HIGH
1,1,1.0,21,0,0.5,LOW
29,7,1.14,16,0,14.5,HIGH
4,3,1.5,31,0,2.0,HIGH
7,5,1.43,35,0,3.5,HIGH
2,2,1.5,23,0,1.0,HIGH
6,5,1.67,36,0,3.0,HIGH
10,7,1.3,38,0,5.0,HIGH
14,7,1.64,33,0,7.0,HIGH
7,6,1.71,38,0,3.5,HIGH
6,3,1.5,27,0,3.0,HIGH
2,2,2.0,41,0,1.0,HIGH
3,3,1.33,25,0,1.5,HIGH
2,1,2.0,28,0,1.0,HIGH
3,2,1.67,31,0,1.5,HIGH
2,2,2.0,17,0,1.0,HIGH
11,4,1.82,18,0,5.5,HIGH
37,4,1.95,29,0,18.5,HIGH
2,2,1.5,27,0,1.0,HIGH
5,3,1.6,48,0,2.5,HIGH
5,4,1.6,45,0,2.5,HIGH
3,3,1.33,30,0,1.5,HIGH
3,3,1.67,44,0,1.5,HIGH
4,4,1.25,16,0,2.0,HIGH
13,6,1.62,21,0,6.5,HIGH
3,2,2.0,20,0,1.5,HIGH
6,5,1.5,33,0,3.0,HIGH
12,7,1.75,31,0,6.0,HIGH
2,2,1.0,27,0,1.0,LOW
6,4,1.83,34,0,3.0,HIGH
1,1,1.0,24,0,0.5,LOW
12,6,1.42,25,0,6.0,HIGH
3,2,2.0,37,0,1.5,HIGH
14,7,1.36,24,0,7.0,HIGH
4,3,1.25,28,0,2.0,HIGH
1,1,1.0,29,0,0.5,LOW
13,6,1.62,30,0,6.5,HIGH
49,10,1.86,34,0,24.5,HIGH
3,2,2.0,15,0,1.5,HIGH
1,1,1.0,44,0,0.5,LOW
2,2,1.5,44,0,1.0,HIGH
6,4,1.67,15,0,3.0,HIGH
41,4,1.98,45,0,20.5,HIGH
5,4,1.4,19,0,2.5,HIGH
4,4,1.75,29,0,2.0,HIGH
50,8,1.1,30,0,25.0,HIGH
8,6,1.38,30,0,4.0,HIGH
3,3,1.0,49,0,1.5,HIGH
7,6,1.29,28,0,3.5,HIGH
4,4,1.5,15,0,2.0,HIGH
14,8,1.64,28,0,7.0,HIGH
4,2,2.0,18,0,2.0,HIGH
6,5,1.83,45,0,3.0,HIGH
2,2,1.5,19,0,1.0,HIGH
12,8,1.67,39,0,6.0,HIGH
39,6,1.95,30,0,19.5,HIGH
3,3,1.33,39,0,1.5,HIGH
2,2,1.5,33,0,1.0,HIGH
22,6,1.95,18,0,11.0,HIGH
43,8,1.14,31,0,21.5,HIGH
3,3,1.67,17,0,1.5,HIGH
8,6,1.38,25,0,4.0,HIGH
5,3,1.8,43,0,2.5,HIGH
6,6,1.5,47,0,3.0,HIGH
1,1,2.0,38,0,0.5,LOW
5,4,1.6,32,0,2.5,HIGH
20,8,1.7,36,0,10.0,HIGH
13,6,1.77,21,0,6.5,HIGH
4,4,2.0,36,0,2.0,HIGH
7,4,1.71,37,0,3.5,HIGH
4,3,1.75,15,0,2.0,HIGH
7,5,1.29,29,0,3.5,HIGH
2,2,2.0,42,0,1.0,HIGH
3,3,1.67,32,0,1.5,HIGH
2,1,1.0,26,0,1.0,LOW
45,7,1.2,33,0,22.5,HIGH
5,3,2.0,40,0,2.5,HIGH
9,5,1.56,26,0,4.5,HIGH
3,3,1.67,31,0,1.5,HIGH
1,1,2.0,21,0,0.5,LOW
10,7,1.6,26,0,5.0,HIGH
3,2,1.0,26,0,1.5,HIGH
43,4,1.95,59,0,21.5,HIGH
23,9,1.22,19,0,11.5,HIGH
5,4,1.8,26,0,2.5,HIGH
2,2,2.0,23,0,1.0,HIGH
9,6,1.44,36,0,4.5,HIGH
7,4,1.86,50,0,3.5,HIGH
2,2,1.0,58,0,1.0,LOW
5,3,2.0,16,0,2.5,HIGH
4,3,1.5,38,0,2.0,HIGH
1,1,2.0,39,0,0.5,LOW
10,5,1.6,36,0,5.0,HIGH
8,6,1.38,37,0,4.0,HIGH
5,4,1.4,26,0,2.5,HIGH
3,2,2.0,30,0,1.5,HIGH
29,4,1.14,39,0,14.5,HIGH
10,6,1.6,32,0,5.0,HIGH
3,3,1.67,19,0,1.5,HIGH
6,4,1.5,19,0,3.0,HIGH
3,3,1.33,29,0,1.5,HIGH
3,3,1.0,24,0,1.5,HIGH
4,4,1.75,16,0,2.0,HIGH
2,2,1.5,33,0,1.0,HIGH
1,1,2.0,23,0,0.5,LOW
2,2,2.0,41,0,1.0,HIGH
4,4,1.5,39,0,2.0,HIGH
1,1,1.0,32,0,0.5,LOW
5,5,1.6,38,0,2.5,HIGH
4,3,1.0,37,0,2.0,HIGH
11,7,1.55,33,0,5.5,HIGH
3,2,1.0,40,0,1.5,HIGH
4,4,1.5,15,0,2.0,HIGH
2,2,2.0,16,0,1.0,HIGH
10,8,1.4,35,0,5.0,HIGH
13,9,1.54,33,0,6.5,HIGH
3,3,1.33,52,0,1.5,HIGH
7,5,1.86,42,0,3.5,HIGH
3,3,1.33,25,0,1.5,HIGH
3,2,1.33,36,0,1.5,HIGH
1,1,2.0,33,0,0.5,LOW
9,4,1.78,35,0,4.5,HIGH
85,8,1.09,17,0,42.5,HIGH
9,4,1.89,36,0,4.5,HIGH
4,4,1.5,27,0,2.0,HIGH
4,4,1.75,46,0,2.0,HIGH
1,1,1.0,42,0,0.5,LOW
2,2,2.0,41,0,1.0,HIGH
4,3,1.5,25,0,2.0,HIGH
4,3,1.5,32,0,2.0,HIGH
5,3,1.2,29,0,2.5,HIGH
5,3,1.8,39,0,2.5,HIGH
3,2,1.33,16,0,1.5,HIGH
6,4,1.67,22,0,3.0,HIGH
3,3,2.0,39,0,1.5,HIGH
2,2,1.5,43,0,1.0,HIGH
6,5,1.67,41,0,3.0,HIGH
5,5,1.2,56,0,2.5,HIGH
6,5,1.83,45,0,3.0,HIGH
9,7,1.56,30,0,4.5,HIGH
2,2,1.5,19,0,1.0,HIGH
7,6,1.57,33,0,3.5,HIGH
7,5,1.86,28,0,3.5,HIGH
3,3,1.67,34,0,1.5,HIGH
5,3,1.0,26,0,2.5,HIGH
4,3,1.25,30,0,2.0,HIGH
8,6,1.5,44,0,4.0,HIGH
31,4,1.9,40,0,15.5,HIGH
7,5,1.71,38,0,3.5,HIGH
3,3,1.67,22,0,1.5,HIGH
10,8,1.5,31,0,5.0,HIGH
4,4,1.5,53,0,2.0,HIGH
2,1,2.0,32,0,1.0,HIGH
3,3,1.33,15,0,1.5,HIGH
3,3,1.33,38,0,1.5,HIGH
8,4,1.63,27,0,4.0,HIGH
3,3,1.33,33,0,1.5,HIGH
9,6,1.56,38,0,4.5,HIGH
11,6,1.64,21,0,5.5,HIGH
4,3,1.25,33,0,2.0,HIGH
5,4,1.8,35,0,2.5,HIGH
5,3,1.4,27,0,2.5,HIGH
4,3,1.75,28,0,2.0,HIGH
4,2,1.5,15,0,2.0,HIGH
2,2,1.0,42,0,1.0,LOW
2,2,1.5,31,0,1.0,HIGH
1,1,2.0,29,0,0.5,LOW
4,3,1.5,20,0,2.0,HIGH
4,4,1.25,45,0,2.0,HIGH
11,5,1.64,42,0,5.5,HIGH
3,3,1.33,39,0,1.5,HIGH
8,5,1.63,47,0,4.0,HIGH
15,8,1.53,31,0,7.5,HIGH
18,9,1.5,25,0,9.0,HIGH
1,1,2.0,15,0,0.5,LOW
4,3,2.0,24,0,2.0,HIGH
30,6,1.07,37,0,15.0,HIGH
3,3,1.33,27,0,1.5,HIGH
