CSID,CaseMasterID,csdate,cstype,PolicePersonID
1242,3580,2023-06-07 12:11:51,A,1888
1243,3583,2024-03-26 06:46:35,A,1329
1244,3585,2024-04-11 19:19:28,B,1202
1245,3586,2025-03-14 22:15:36,A,1030
1246,3589,2024-05-10 09:27:54,A,1288
1247,3595,2023-10-10 09:08:42,A,1465
1248,3601,2024-02-12 03:10:04,B,1584
1249,3602,2025-03-27 23:19:53,A,2228
1250,3605,2024-01-18 22:00:35,B,1911
1251,3608,2023-11-30 19:33:21,A,1621
1252,3609,2024-04-21 12:07:09,A,2260
1253,3613,2024-03-10 07:47:54,A,1206
1254,3614,2025-02-24 09:37:24,A,1318
1255,3617,2024-12-27 02:54:44,A,1337
1256,3619,2024-04-21 15:28:06,B,3
1257,3620,2025-02-27 13:56:23,A,2210
1258,3623,2023-09-15 12:19:08,A,2218
1259,3624,2023-06-07 10:34:05,C,1747
1260,3625,2023-10-06 19:54:27,A,2044
1261,3626,2024-10-02 07:44:42,A,1919
1262,3627,2024-03-03 02:29:08,A,325
1263,3628,2024-08-15 05:46:01,A,2076
1264,3630,2025-01-17 16:47:35,B,1376
1265,3631,2024-12-10 06:40:13,A,1759
1266,3632,2024-04-14 00:05:41,A,1435
1267,3636,2023-09-17 09:31:11,A,2322
1268,3637,2024-12-27 04:08:06,A,1970
1269,3641,2024-09-03 08:29:51,C,222
1270,3642,2023-02-25 23:00:32,A,2172
1271,3644,2023-04-27 06:13:48,A,164
1272,3647,2023-11-28 19:21:35,A,1904
1273,3652,2024-03-14 02:24:31,A,547
1274,3653,2024-10-20 01:52:50,A,1968
1275,3655,2024-04-08 15:47:37,A,1717
1276,3658,2024-11-14 00:31:48,B,2174
1277,3663,2024-11-02 12:46:11,A,1570
1278,3667,2025-04-23 00:04:47,A,764
1279,3676,2024-02-22 17:17:48,A,1654
1280,3677,2024-04-11 13:35:13,B,978
1281,3678,2025-02-06 10:19:22,A,511
1282,3688,2024-11-03 17:31:18,A,2094
1283,3691,2024-04-13 12:34:01,A,381
1284,3692,2024-07-15 06:58:55,B,455
1285,3694,2023-07-07 10:29:11,A,414
1286,3695,2023-11-06 18:37:15,A,1794
1287,3697,2024-05-20 19:39:45,A,524
1288,3699,2024-01-24 15:21:18,A,1578
1289,3706,2023-11-06 13:03:38,B,137
1290,3708,2025-02-03 05:06:17,A,230
1291,3710,2024-04-08 09:25:59,A,2197
1292,3711,2024-05-22 08:20:04,B,213
1293,3719,2025-04-02 07:34:48,A,2198
1294,3724,2023-03-31 06:58:12,A,1278
1295,3726,2024-06-23 05:58:17,A,24
1296,3729,2023-07-29 15:37:42,C,1495
1297,3730,2024-06-24 13:10:48,A,1687
1298,3734,2024-08-31 13:47:33,B,2365
1299,3735,2025-03-28 06:45:42,A,815
1300,3736,2024-08-14 22:08:01,A,1694
1301,3738,2023-03-27 07:07:28,C,1045
1302,3743,2023-11-28 18:12:59,A,1304
1303,3745,2024-01-07 22:21:22,A,2306
1304,3749,2023-08-24 01:57:01,A,1290
1305,3752,2023-08-19 07:39:29,B,2310
1306,3753,2024-06-12 21:13:57,A,431
1307,3757,2024-07-05 19:08:33,A,2191
1308,3759,2023-06-03 07:57:21,A,2107
1309,3760,2023-06-30 18:04:43,A,613
1310,3761,2025-03-24 18:31:12,A,849
1311,3762,2025-02-20 09:23:49,A,2063
1312,3765,2023-11-19 19:30:14,A,1622
1313,3766,2023-04-06 13:31:12,A,575
1314,3768,2023-07-09 17:17:02,A,565
1315,3770,2024-04-06 19:41:21,A,1820
1316,3775,2023-09-21 20:02:53,A,95
1317,3782,2024-09-03 14:10:43,B,95
1318,3784,2024-07-11 11:35:59,C,283
1319,3788,2025-05-18 00:55:05,A,2229
1320,3790,2024-07-13 04:22:09,A,465
1321,3791,2025-04-21 10:51:58,B,1091
1322,3794,2024-06-16 05:17:55,A,576
1323,3797,2023-09-30 19:18:30,B,376
1324,3798,2023-06-18 05:13:50,A,1761
1325,3804,2023-05-28 03:03:49,A,2161
1326,3805,2025-05-15 17:50:12,B,2231
1327,3806,2024-01-11 05:40:34,C,383
1328,3808,2025-04-24 12:30:20,A,1944
1329,3813,2024-03-12 17:52:04,A,2391
1330,3820,2024-06-02 21:51:02,A,1407
1331,3822,2024-03-23 12:41:25,A,1564
1332,3823,2023-08-23 03:25:49,A,1427
1333,3827,2025-01-15 08:40:49,A,92
1334,3829,2025-01-07 12:40:06,A,1310
1335,3830,2024-03-21 20:39:57,A,157
1336,3831,2023-12-25 16:04:32,A,1270
1337,3834,2024-02-24 11:11:36,C,585
1338,3835,2024-12-14 13:53:35,A,1303
1339,3837,2025-01-21 16:44:05,C,2339
1340,3841,2025-03-11 07:48:53,A,1806
1341,3842,2024-02-26 06:14:09,B,1324
1342,3843,2024-08-01 07:31:08,A,1817
1343,3844,2023-04-18 13:02:16,A,829
1344,3846,2024-09-23 21:15:40,C,1956
1345,3850,2024-12-23 18:27:05,A,650
1346,3852,2024-11-02 16:59:36,A,852
1347,3858,2023-09-21 11:28:22,A,406
1348,3864,2023-09-06 09:49:58,A,1001
1349,3866,2025-04-22 13:26:45,A,2297
1350,3869,2023-08-28 10:17:54,A,988
1351,3870,2023-10-25 04:22:33,A,2308
1352,3873,2024-09-29 15:44:08,A,842
1353,3875,2024-03-22 10:25:14,A,1217
1354,3878,2023-07-11 12:59:54,B,2270
1355,3879,2023-07-20 03:30:26,B,2114
1356,3881,2024-03-02 05:16:04,A,1893
1357,3882,2025-02-26 02:32:57,A,2027
1358,3883,2023-08-06 11:09:25,A,245
1359,3884,2023-12-29 14:27:06,C,2107
1360,3885,2025-01-15 15:01:37,A,1453
1361,3887,2025-01-08 07:12:37,B,2107
1362,3892,2025-02-04 09:27:33,A,439
1363,3897,2023-11-16 08:02:39,A,857
1364,3898,2024-07-01 08:01:28,A,772
1365,3901,2025-01-03 19:41:46,A,2308
1366,3904,2023-07-09 05:19:32,A,1341
1367,3906,2023-09-05 15:33:42,C,2414
1368,3907,2023-05-31 10:33:58,A,1843
1369,3908,2024-05-09 06:42:21,B,2414
1370,3909,2023-05-26 21:46:15,A,1791
1371,3911,2024-02-29 06:39:42,A,418
1372,3913,2023-07-04 13:59:26,C,2349
1373,3914,2025-01-11 16:30:35,A,1446
1374,3917,2023-09-11 08:08:31,A,931
1375,3923,2025-01-12 09:14:09,A,1940
1376,3929,2023-03-08 01:40:33,A,699
1377,3932,2024-05-06 22:43:34,A,1258
1378,3933,2023-05-13 18:46:31,A,2298
1379,3942,2025-01-12 14:42:14,B,2181
1380,3943,2023-12-18 00:39:36,B,835
1381,3944,2025-05-07 15:05:47,A,2361
1382,3945,2025-01-03 01:33:57,A,1378
1383,3951,2024-11-02 03:50:36,A,2086
1384,3956,2023-10-11 12:51:11,A,1422
1385,3963,2023-11-03 02:36:26,A,1246
1386,3964,2024-03-20 00:36:23,A,1851
1387,3966,2023-05-24 07:56:19,C,523
1388,3968,2024-04-17 00:43:39,A,467
1389,3970,2023-07-11 20:59:54,A,792
1390,3971,2023-08-22 02:18:02,A,266
1391,3973,2025-06-11 03:02:21,A,2318
1392,3975,2024-02-26 19:23:02,B,2275
1393,3977,2024-09-11 18:31:06,A,182
1394,3978,2023-07-05 23:23:48,A,452
1395,3979,2023-11-14 18:58:22,A,1364
1396,3980,2023-05-06 19:35:58,A,427
1397,3987,2025-04-10 02:45:41,A,1197
1398,3990,2024-11-16 20:52:43,A,504
1399,3991,2023-08-01 19:38:38,A,1664
1400,3993,2024-09-10 11:39:22,A,226
1401,3997,2024-08-27 21:58:15,A,1806
1402,3998,2023-05-05 06:26:06,A,760
1403,4001,2024-06-01 18:04:12,A,936
1404,4002,2023-11-17 17:58:34,A,2269
1405,4004,2024-03-30 06:09:22,A,1685
1406,4005,2023-08-14 21:33:48,A,2258
1407,4006,2023-09-08 05:00:54,A,635
1408,4008,2023-06-18 09:29:37,B,1355
1409,4010,2024-04-01 09:38:40,B,727
1410,4013,2023-08-03 11:25:59,B,2331
1411,4016,2023-11-09 16:32:54,A,486
1412,4019,2023-12-11 05:52:37,A,305
1413,4020,2023-04-30 14:16:29,A,1059
1414,4022,2024-09-26 17:24:20,A,343
1415,4023,2024-08-07 13:11:18,A,2399
1416,4024,2023-04-29 05:45:33,A,1148
1417,4025,2025-02-22 09:32:58,A,1533
1418,4034,2023-04-22 04:50:20,B,1025
1419,4038,2024-09-08 14:29:04,A,1178
1420,4039,2025-04-15 05:35:53,A,291
1421,4043,2023-10-12 08:27:19,A,505
1422,4046,2024-02-06 06:17:58,A,421
1423,4050,2023-12-17 03:03:23,A,325
1424,4051,2024-05-04 17:52:09,A,2404
1425,4053,2023-12-04 09:38:25,C,831
1426,4055,2024-01-18 08:14:11,A,2096
1427,4057,2024-08-12 13:18:57,A,866
1428,4058,2024-06-01 02:26:29,A,2297
1429,4059,2024-05-29 08:49:07,A,765
1430,4064,2023-03-30 23:08:47,A,913
1431,4065,2023-10-25 01:36:20,B,2218
1432,4066,2023-09-19 19:03:59,A,609
1433,4067,2023-09-20 04:37:11,A,1296
1434,4068,2023-04-25 03:54:52,C,891
1435,4069,2023-10-17 07:40:13,A,2275
1436,4075,2024-08-15 09:54:13,A,12
1437,4078,2024-04-09 11:22:32,A,452
1438,4092,2023-06-19 05:49:42,A,168
1439,4097,2024-09-26 22:37:46,A,1321
1440,4100,2024-10-05 21:38:15,A,215
1441,4102,2024-12-06 14:04:59,B,1001
1442,4103,2024-09-15 14:43:40,A,2103
1443,4106,2023-10-22 17:57:45,A,358
1444,4107,2025-02-22 05:01:22,A,1353
1445,4108,2024-09-10 00:52:03,A,2004
1446,4109,2023-11-24 06:09:50,A,2090
1447,4114,2023-06-01 01:26:26,A,1593
1448,4116,2023-09-14 04:29:08,A,817
1449,4119,2024-09-14 03:28:11,A,995
1450,4120,2023-04-02 10:13:58,A,13
1451,4121,2024-04-22 09:58:04,A,548
1452,4123,2023-08-28 07:50:00,C,983
1453,4125,2023-05-09 13:35:30,A,1743
1454,4127,2024-11-25 21:27:26,A,546
1455,4130,2024-10-24 01:39:02,A,1807
1456,4136,2023-05-31 12:17:16,C,990
1457,4138,2024-05-24 06:32:29,A,435
1458,4139,2023-08-13 03:22:24,A,707
1459,4141,2024-11-18 14:34:31,A,705
1460,4144,2024-10-06 02:43:54,A,1576
1461,4147,2024-04-29 03:25:37,C,2207
1462,4148,2024-09-18 07:29:41,A,843
1463,4153,2024-07-05 03:33:12,A,2008
1464,4155,2024-05-04 11:11:04,A,1124
1465,4156,2023-02-23 17:14:34,A,1855
1466,4160,2023-09-05 08:04:43,A,1315
1467,4161,2024-09-12 08:11:25,A,1883
1468,4162,2024-02-11 12:28:33,A,1182
1469,4163,2023-10-12 14:04:05,A,135
1470,4170,2023-04-27 09:09:40,A,1614
1471,4177,2024-08-21 11:52:33,A,1139
1472,4179,2024-10-28 20:27:39,A,2124
1473,4180,2023-07-21 11:30:19,A,2043
1474,4189,2025-01-21 15:10:24,A,948
1475,4192,2025-01-26 03:09:30,C,429
1476,4194,2024-02-03 06:11:44,A,626
1477,4195,2023-12-13 14:44:46,A,1334
1478,4198,2024-01-12 12:01:49,C,311
1479,4202,2024-07-01 14:03:31,A,827
1480,4204,2024-01-22 00:46:53,A,2058
1481,4205,2025-01-24 10:41:56,B,560
1482,4210,2024-03-29 04:38:09,A,1427
1483,4212,2024-12-01 13:31:30,A,252
1484,4213,2025-02-17 10:41:36,A,296
1485,4214,2023-09-13 10:12:28,A,1574
1486,4218,2023-08-12 03:13:32,A,891
1487,4219,2025-01-11 08:15:02,C,1806
1488,4222,2024-11-28 10:36:04,A,402
1489,4224,2023-12-01 05:41:37,A,1443
1490,4226,2024-06-27 01:37:33,C,1437
1491,4228,2023-08-09 01:09:59,C,299
1492,4230,2023-08-17 15:24:12,A,1692
1493,4231,2024-12-08 22:17:00,A,1996
1494,4232,2025-01-11 11:11:18,A,1815
1495,4235,2024-09-19 06:16:13,A,2202
1496,4238,2024-06-10 10:16:14,A,157
1497,4239,2024-11-21 18:39:15,A,1318
1498,4240,2025-04-01 19:32:22,B,2197
1499,4241,2024-02-21 13:56:40,B,1843
1500,4242,2024-07-14 22:51:30,C,1586
1501,4244,2025-02-26 04:42:50,A,2318
1502,4247,2023-06-21 21:39:54,A,1520
1503,4251,2024-12-09 08:31:43,B,452
1504,4252,2023-12-12 17:41:33,A,1241
1505,4253,2024-04-27 01:39:50,A,1951
1506,4254,2024-09-01 16:20:00,B,2219
1507,4256,2025-01-12 18:07:01,A,19
1508,4258,2024-03-20 10:55:29,A,1988
1509,4270,2024-03-30 20:37:43,A,1238
1510,4271,2023-09-02 15:39:56,A,1139
1511,4274,2024-02-08 09:35:13,C,1358
1512,4275,2025-02-01 04:21:26,A,128
1513,4276,2024-12-13 06:25:39,A,2131
1514,4278,2024-06-08 03:12:14,C,1941
1515,4280,2024-02-06 04:48:57,A,485
1516,4283,2024-08-29 15:01:10,A,1548
1517,4286,2023-10-09 05:23:58,A,1465
1518,4287,2023-10-01 05:27:19,A,478
1519,4291,2024-06-11 15:29:00,A,575
1520,4296,2024-12-30 03:44:32,A,1106
1521,4299,2023-09-18 21:41:02,A,1857
1522,4301,2023-04-20 17:32:26,A,296
1523,4302,2024-05-31 08:52:16,A,350
1524,4309,2023-05-02 01:20:21,C,1363
1525,4310,2024-09-25 23:25:28,A,389
1526,4313,2024-09-14 18:33:39,A,1716
1527,4317,2023-12-22 19:41:55,A,1131
1528,4318,2024-11-26 23:56:07,A,1611
1529,4321,2024-06-03 04:07:18,A,1340
1530,4322,2023-12-04 18:03:27,A,549
1531,4325,2024-11-06 19:29:06,A,2314
1532,4332,2023-11-08 18:23:09,A,1617
1533,4333,2023-07-23 07:06:56,A,637
1534,4341,2024-12-20 16:50:27,A,2340
1535,4342,2024-08-21 16:54:10,A,1753
1536,4344,2024-11-08 09:09:47,A,967
1537,4347,2024-10-27 16:29:59,A,154
1538,4348,2024-04-30 06:47:24,A,1938
1539,4355,2024-06-26 03:52:39,A,381
1540,4358,2025-01-17 09:09:01,C,1001
1541,4360,2024-11-23 05:19:10,A,2112
1542,4364,2024-07-07 12:39:39,A,1768
1543,4370,2025-04-13 21:44:15,A,1365
1544,4371,2024-05-30 00:09:39,C,865
1545,4372,2024-03-20 18:23:34,B,1953
1546,4375,2023-06-14 03:10:29,C,2053
1547,4377,2024-02-08 10:06:10,A,358
1548,4380,2024-08-18 17:46:19,A,1762
1549,4385,2023-11-11 20:30:46,B,1588
1550,4390,2025-03-03 22:30:43,C,1055
1551,4391,2024-09-29 10:43:31,C,918
1552,4395,2024-02-08 23:48:13,A,1832
1553,4398,2024-07-27 21:26:54,A,1271
1554,4402,2024-08-12 12:08:02,A,1290
1555,4403,2024-12-06 21:20:04,B,394
1556,4410,2024-04-17 10:04:23,A,506
1557,4414,2024-12-16 08:39:19,A,24
1558,4418,2024-05-08 12:41:45,A,1383
1559,4422,2024-08-29 14:20:37,A,1008
1560,4423,2023-10-18 08:48:55,A,198
1561,4424,2024-02-15 22:22:21,A,1319
1562,4426,2024-11-04 08:51:26,B,1552
1563,4437,2023-09-09 03:25:37,A,1935
1564,4438,2024-04-05 20:35:05,A,1164
1565,4440,2023-09-11 16:43:31,B,299
1566,4446,2025-06-16 10:43:20,A,1722
1567,4447,2023-09-16 05:16:41,A,1881
1568,4450,2024-10-21 06:32:28,A,2253
1569,4452,2025-02-09 13:36:28,A,2418
1570,4454,2023-10-11 17:46:45,A,1844
1571,4455,2024-04-24 12:47:00,A,1971
1572,4462,2025-03-15 22:45:12,A,835
1573,4464,2023-12-06 14:21:44,A,1839
1574,4465,2024-10-09 06:48:41,A,1712
1575,4471,2023-07-20 15:00:30,C,2139
1576,4473,2025-03-10 06:37:57,C,2225
1577,4474,2023-06-24 12:22:43,B,1443
1578,4476,2024-12-21 05:02:29,A,1249
1579,4483,2024-07-27 02:15:21,A,987
1580,4485,2024-07-17 10:17:05,C,2212
1581,4487,2024-10-14 04:55:41,A,1907
1582,4491,2023-08-26 21:36:12,A,2423
1583,4496,2025-01-09 00:00:30,A,902
1584,4501,2024-12-14 14:22:37,C,1071
1585,4504,2024-11-09 06:40:10,A,1324
1586,4506,2023-08-03 12:01:32,C,2297
1587,4507,2024-03-25 20:30:47,A,2411
1588,4513,2024-07-13 15:41:10,C,2272
1589,4514,2025-04-25 11:31:29,A,37
1590,4516,2024-09-08 15:48:10,A,1396
1591,4517,2023-12-29 02:24:07,B,2094
1592,4519,2025-01-05 19:47:23,A,1284
1593,4529,2024-01-15 06:37:30,C,2379
1594,4533,2023-03-27 19:10:02,A,2093
1595,4536,2023-07-09 11:48:59,A,584
1596,4539,2025-05-23 06:37:42,A,1866
1597,4540,2025-01-26 14:48:14,A,1505
1598,4541,2024-06-06 23:05:29,B,2336
1599,4542,2024-02-01 05:58:22,A,1149
1600,4543,2023-12-20 05:31:28,A,701
1601,4544,2025-01-09 10:24:23,A,1900
1602,4545,2023-12-04 13:45:25,A,2042
1603,4546,2024-01-14 13:53:35,B,982
1604,4548,2024-10-31 12:48:22,A,1116
1605,4550,2023-07-30 23:46:26,A,213
1606,4551,2024-06-11 19:57:08,A,834
1607,4552,2024-12-27 05:59:27,A,1078
1608,4554,2023-09-28 13:40:17,A,1486
1609,4558,2023-07-12 02:43:36,A,868
1610,4560,2024-07-15 07:05:29,A,12
1611,4564,2023-02-18 20:15:48,A,356
1612,4567,2025-03-16 15:18:39,A,1861
1613,4568,2025-02-10 08:01:20,C,196
1614,4569,2023-10-24 06:21:11,A,2237
1615,4572,2024-06-30 11:29:55,A,1509
1616,4574,2024-01-31 19:37:43,B,648
1617,4578,2023-11-22 01:12:03,A,573
1618,4582,2024-03-02 10:11:54,A,1973
1619,4584,2025-02-05 08:19:17,B,1867
1620,4588,2024-11-15 21:34:06,A,697
1621,4590,2024-12-09 06:29:50,B,711
1622,4592,2024-01-06 14:03:52,A,647
1623,4593,2024-09-14 20:28:50,A,1382
1624,4596,2024-05-28 02:45:34,A,828
1625,4597,2023-12-13 05:37:21,A,1890
1626,4600,2023-06-27 04:23:35,C,2055
1627,4605,2024-11-09 05:00:45,C,1281
1628,4606,2025-02-13 00:34:22,A,2391
1629,4620,2023-09-06 01:50:02,B,2096
1630,4621,2024-08-25 04:23:12,A,1090
1631,4628,2023-12-16 23:00:55,A,2428
1632,4631,2025-04-11 23:18:43,A,1482
1633,4635,2024-07-04 00:11:07,B,661
1634,4636,2023-10-25 04:20:46,A,1431
1635,4639,2024-11-17 05:42:24,A,1378
1636,4641,2024-03-29 07:11:29,A,7
1637,4643,2023-11-16 16:22:24,A,58
1638,4644,2024-10-15 21:19:34,A,2158
1639,4647,2025-01-03 16:30:31,A,533
1640,4649,2023-07-12 03:01:59,B,2250
1641,4652,2023-06-19 10:48:56,A,401
1642,4656,2024-08-26 16:36:11,A,139
1643,4659,2024-03-31 12:12:38,B,307
1644,4660,2024-04-15 09:08:18,A,2157
1645,4662,2024-12-07 13:54:17,A,1916
1646,4663,2024-12-15 04:18:08,A,1672
1647,4664,2025-03-18 05:54:35,A,2131
1648,4669,2023-09-11 15:56:30,A,1843
1649,4673,2023-06-30 03:28:46,A,432
1650,4675,2023-12-15 23:56:18,A,1629
1651,4677,2025-02-08 10:18:29,A,680
1652,4680,2024-06-26 02:00:30,A,675
1653,4687,2025-02-06 02:25:08,A,2269
1654,4688,2023-09-04 14:23:16,C,1487
1655,4690,2024-05-14 14:52:44,B,1090
1656,4691,2024-03-14 19:42:10,A,2223
1657,4692,2023-09-03 00:25:02,B,2265
1658,4693,2023-03-06 22:09:51,A,973
1659,4694,2023-07-29 18:01:39,A,1378
1660,4699,2025-01-07 12:59:27,A,316
1661,4701,2024-06-08 18:11:14,A,673
1662,4702,2024-07-24 10:13:14,A,715
1663,4706,2024-08-24 18:38:13,A,2078
1664,4708,2024-03-16 12:31:53,A,2429
1665,4711,2023-07-12 11:16:56,A,542
1666,4717,2024-07-11 18:28:07,B,1962
1667,4720,2023-11-27 10:08:58,A,2306
1668,4722,2024-08-24 12:10:50,A,133
1669,4728,2024-02-13 17:46:17,B,1032
1670,4731,2024-12-26 08:02:23,B,2025
1671,4734,2024-03-21 00:10:03,A,970
1672,4735,2024-03-02 01:40:56,C,230
1673,4739,2024-05-22 08:44:00,A,1755
1674,4742,2024-05-14 06:23:31,A,1207
1675,4743,2023-09-03 07:55:15,C,583
1676,4745,2023-11-08 22:24:22,A,827
1677,4746,2024-08-17 04:29:57,C,1670
1678,4747,2023-06-30 18:25:12,A,229
1679,4750,2025-01-17 19:18:04,A,1584
1680,4753,2024-01-16 04:40:09,A,552
1681,4757,2024-11-03 17:37:32,A,1873
1682,4760,2024-11-10 12:58:09,A,1019
1683,4761,2023-03-25 17:35:31,A,331
1684,4763,2023-08-17 05:43:07,A,313
1685,4771,2025-01-31 05:51:36,B,1250
1686,4774,2024-09-16 08:25:35,A,1301
1687,4777,2025-03-09 03:32:24,A,2021
1688,4779,2024-12-30 13:51:20,A,1274
1689,4781,2024-11-24 12:43:06,A,2426
1690,4783,2024-08-24 10:11:17,A,1312
1691,4784,2024-10-09 12:57:38,B,764
1692,4785,2023-12-29 01:19:39,A,1062
1693,4788,2024-10-19 08:27:21,B,1542
1694,4790,2023-11-21 20:17:43,A,2364
1695,4792,2024-04-26 02:28:55,B,1520
1696,4797,2024-01-03 07:19:50,A,872
1697,4800,2024-01-13 12:52:06,A,1439
1698,4802,2024-12-18 21:34:44,A,1768
1699,4803,2023-06-18 20:42:47,A,2229
1700,4804,2023-03-25 04:24:21,A,912
1701,4806,2024-09-16 23:03:07,C,1754
1702,4811,2023-03-17 02:53:53,A,1293
1703,4816,2023-07-22 04:38:04,A,1314
1704,4817,2023-07-19 04:13:05,B,1913
1705,4818,2024-12-22 03:46:15,A,412
1706,4820,2024-09-13 21:50:47,A,361
1707,4822,2024-11-19 23:42:28,C,1920
1708,4836,2024-07-13 03:26:34,A,582
1709,4842,2025-01-29 16:24:14,A,1812
1710,4843,2024-06-20 20:14:59,B,1855
1711,4844,2024-04-08 22:53:33,A,2150
1712,4847,2024-02-17 18:55:43,A,664
1713,4848,2023-12-02 00:27:32,A,2373
1714,4854,2024-03-01 10:10:50,A,2263
1715,4859,2023-10-16 06:11:35,C,446
1716,4862,2023-05-11 16:14:20,A,744
1717,4864,2024-01-26 10:13:39,A,1596
1718,4869,2023-07-27 06:32:47,A,2213
1719,4871,2024-10-16 16:10:03,A,1851
1720,4872,2024-03-11 23:00:50,A,2149
1721,4874,2024-05-27 17:17:38,A,159
1722,4877,2025-03-07 04:17:58,A,544
1723,4878,2024-09-09 12:16:34,A,339
1724,4880,2023-08-24 09:28:45,C,1726
1725,4881,2024-02-23 05:24:53,A,314
1726,4882,2025-02-09 04:05:15,C,1882
1727,4883,2024-01-29 20:26:24,C,1327
1728,4885,2024-04-12 22:34:31,A,1253
1729,4886,2023-06-04 01:46:43,A,1236
1730,4889,2024-12-13 20:01:38,A,1246
1731,4892,2024-01-23 04:01:24,A,2047
1732,4893,2024-08-17 22:38:40,A,952
1733,4897,2023-06-20 22:38:30,A,1172
1734,4906,2024-11-05 14:26:35,A,679
1735,4910,2023-12-08 20:48:32,A,358
1736,4912,2024-09-10 17:24:07,C,1744
1737,4915,2023-10-15 11:04:22,A,2154
1738,4918,2024-04-11 02:52:50,A,16
1739,4924,2024-11-10 10:41:43,A,1165
1740,4926,2024-11-13 23:16:36,A,1860
1741,4928,2024-03-08 23:16:03,A,2388
1742,4938,2023-05-13 20:18:28,C,1532
1743,4940,2025-02-06 10:37:36,A,585
1744,4942,2023-05-24 14:30:42,A,1557
1745,4943,2023-10-30 18:07:26,A,2208
1746,4944,2023-07-30 09:47:53,A,1010
1747,4948,2024-11-05 00:31:11,A,966
1748,4949,2024-03-12 06:23:18,A,2295
1749,4951,2024-01-24 11:00:19,A,2303
1750,4955,2024-03-09 03:49:12,A,1781
1751,4956,2024-07-03 20:14:45,A,1346
1752,4957,2023-04-08 06:59:33,B,2169
1753,4963,2023-11-15 07:49:02,A,1132
1754,4965,2023-09-04 22:43:55,B,1016
1755,4968,2024-06-15 07:01:30,B,179
1756,4969,2024-04-07 20:38:21,C,1223
1757,4973,2023-10-12 16:39:35,A,1812
1758,4974,2024-03-14 18:42:04,A,1804
1759,4975,2023-06-04 15:48:28,A,608
1760,4976,2024-06-30 05:21:09,A,98
1761,4978,2024-10-26 19:26:27,A,1702
1762,4979,2024-01-19 02:41:45,C,1336
1763,4982,2024-10-06 00:01:10,A,2080
1764,4986,2024-01-30 19:46:43,A,420
1765,4989,2025-02-14 15:41:37,A,2160
1766,4992,2023-10-09 14:48:04,A,563
1767,4993,2023-09-05 07:25:45,C,1407
1768,4995,2024-01-27 00:20:32,C,1003
1769,4997,2024-09-13 09:37:22,C,480
1770,4999,2023-12-23 01:24:59,A,15
1771,5000,2024-11-23 22:24:24,A,773
1772,5001,2024-10-04 22:54:24,C,2218
1773,5006,2024-07-22 07:51:45,A,1392
1774,5010,2023-11-14 06:38:39,A,1570
1775,5014,2023-09-27 17:15:33,C,1587
1776,5018,2024-11-27 16:11:43,C,1285
1777,5020,2024-09-28 01:07:59,C,870
1778,5021,2024-11-17 02:28:53,A,2124
1779,5023,2025-02-13 03:22:08,B,265
1780,5025,2024-05-29 13:24:06,A,244
1781,5027,2025-04-22 23:14:10,C,1629
1782,5032,2023-12-25 21:03:22,A,327
1783,5035,2023-04-07 16:21:59,A,2131
1784,5038,2024-03-03 02:26:53,A,1257
1785,5046,2023-12-13 06:03:24,A,1098
1786,5049,2023-09-22 22:08:24,A,1388
1787,5050,2024-11-16 08:09:44,A,1374
1788,5053,2023-09-04 19:47:51,A,1943
1789,5054,2023-09-01 06:42:54,A,157
1790,5055,2023-04-15 00:16:25,A,1636
1791,5057,2023-11-10 01:19:40,A,1908
1792,5060,2024-12-28 21:00:02,A,1784
1793,5062,2024-02-07 19:56:27,A,2091
1794,5067,2024-01-17 03:52:51,A,2306
1795,5072,2024-08-05 07:19:49,C,59
1796,5073,2024-05-29 19:19:08,A,480
1797,5074,2025-02-24 07:14:37,A,771
1798,5076,2024-10-10 00:18:20,A,740
1799,5082,2024-03-25 09:07:02,A,862
1800,5091,2024-01-27 09:18:12,A,1902
1801,5092,2023-12-27 00:54:16,A,480
1802,5095,2023-06-29 06:36:34,A,127
1803,5096,2023-07-18 01:20:30,C,619
1804,5098,2025-05-31 12:10:30,B,2437
1805,5101,2024-07-31 13:52:00,B,2381
1806,5106,2024-01-08 16:16:21,A,1970
1807,5108,2023-12-06 02:47:06,C,1527
1808,5114,2024-05-19 22:24:42,C,343
1809,5115,2024-02-16 14:03:41,B,1950
1810,5117,2023-09-10 19:05:57,A,868
1811,5118,2024-04-02 04:25:30,B,1918
1812,5119,2024-01-19 11:48:52,A,1624
1813,5121,2024-12-07 07:33:09,A,2433
1814,5123,2024-12-07 21:10:27,A,1872
1815,5125,2025-02-16 14:28:22,C,1242
1816,5126,2023-11-22 11:56:08,A,1215
1817,5127,2024-10-14 15:51:31,A,1843
1818,5130,2023-09-10 04:06:02,B,2412
1819,5131,2023-08-15 08:57:53,A,1208
1820,5132,2023-07-03 18:21:44,A,1145
1821,5138,2023-10-17 11:02:33,B,393
1822,5141,2025-05-19 21:07:26,A,406
1823,5143,2024-03-11 14:08:15,A,2329
1824,5146,2023-04-13 03:24:45,A,1208
1825,5155,2023-08-29 04:37:10,A,327
1826,5159,2024-06-27 21:45:25,A,352
1827,5162,2023-12-09 02:57:07,A,538
1828,5166,2023-06-29 21:41:25,A,1526
1829,5168,2023-05-18 20:10:02,A,1886
1830,5172,2025-01-14 22:49:09,A,1468
1831,5177,2024-08-04 05:06:57,A,2202
1832,5178,2025-01-05 04:19:42,A,867
