CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
4643,IT_ACT,66C,1,1
4643,IT_ACT,66D,2,2
4643,IT_ACT,43,3,3
4644,IPC,392,1,1
4645,IPC,304B,1,1
4645,IPC,376,2,2
4646,IT_ACT,66C,1,1
4647,IPC,302,1,1
4648,IPC,302,1,1
4649,IT_ACT,66C,1,1
4649,IT_ACT,43,2,2
4649,IT_ACT,66D,3,3
4650,IPC,420,1,1
4651,IPC,304B,1,1
4652,IPC,379,1,1
4653,IPC,420,1,1
4654,IT_ACT,66C,1,1
4655,IT_ACT,43,1,1
4655,IT_ACT,66C,2,2
4656,IPC,379,1,1
4657,IPC,379,1,1
4658,IPC,420,1,1
4659,IPC,307,1,1
4660,IPC,379,1,1
4661,NDPS,20,1,1
4661,NDPS,22,2,2
4662,IPC,379,1,1
4663,IPC,304B,1,1
4663,IPC,376,2,2
4664,IPC,307,1,1
4665,NDPS,20,1,1
4666,IT_ACT,43,1,1
4667,IPC,379,1,1
4668,ARMS,25,1,1
4668,ARMS,27,2,2
4669,NDPS,20,1,1
4669,NDPS,21,2,2
4669,NDPS,29,3,3
4670,IPC,379,1,1
4671,IPC,379,1,1
4672,IPC,379,1,1
4673,IT_ACT,66C,1,1
4673,IT_ACT,43,2,2
4673,IT_ACT,66D,3,3
4674,IPC,307,1,1
4675,IT_ACT,66D,1,1
4675,IT_ACT,66C,2,2
4675,IT_ACT,43,3,3
4676,IPC,376,1,1
4677,IT_ACT,43,1,1
4677,IT_ACT,66C,2,2
4678,IT_ACT,43,1,1
4678,IT_ACT,66C,2,2
4679,NDPS,21,1,1
4680,NDPS,22,1,1
4680,NDPS,20,2,2
4681,IPC,379,1,1
4682,IPC,420,1,1
4683,IT_ACT,43,1,1
4684,IT_ACT,43,1,1
4684,IT_ACT,66C,2,2
4685,POCSO,4,1,1
4685,POCSO,8,2,2
4686,IPC,379,1,1
4687,SC_ST,3A,1,1
4688,IPC,395,1,1
4689,ARMS,27,1,1
4690,IT_ACT,66C,1,1
4690,IT_ACT,66D,2,2
4691,IPC,379,1,1
4692,IPC,376,1,1
4692,IPC,498A,2,2
4693,MVA,304A,1,1
4693,MVA,184,2,2
4694,NDPS,21,1,1
4694,NDPS,20,2,2
4695,IPC,379,1,1
4696,IPC,379,1,1
4697,IPC,379,1,1
4698,IPC,307,1,1
4699,POCSO,12,1,1
4699,POCSO,8,2,2
4700,NDPS,22,1,1
4701,IPC,376,1,1
4701,IPC,498A,2,2
4701,IPC,304B,3,3
4702,IPC,379,1,1
4703,IPC,379,1,1
4704,IPC,302,1,1
4705,IPC,307,1,1
4706,POCSO,12,1,1
4706,POCSO,4,2,2
4706,POCSO,8,3,3
4707,IT_ACT,43,1,1
4707,IT_ACT,66C,2,2
4707,IT_ACT,66D,3,3
4708,IT_ACT,66C,1,1
4708,IT_ACT,66D,2,2
4708,IT_ACT,43,3,3
4709,IPC,379,1,1
4710,IPC,498A,1,1
4711,IPC,395,1,1
4712,IT_ACT,43,1,1
4713,IPC,307,1,1
4714,IPC,420,1,1
4715,IPC,420,1,1
4716,NDPS,21,1,1
4717,IT_ACT,43,1,1
4717,IT_ACT,66C,2,2
4717,IT_ACT,66D,3,3
4718,NDPS,20,1,1
4718,NDPS,22,2,2
4719,IPC,379,1,1
4720,IPC,420,1,1
4721,IPC,302,1,1
4722,NDPS,22,1,1
4722,NDPS,20,2,2
4722,NDPS,21,3,3
4723,MVA,185,1,1
4723,MVA,304A,2,2
4723,MVA,184,3,3
4724,NDPS,22,1,1
4724,NDPS,20,2,2
4725,IPC,307,1,1
4726,IPC,379,1,1
4727,IPC,498A,1,1
4727,IPC,376,2,2
4727,IPC,304B,3,3
4728,IPC,498A,1,1
4728,IPC,376,2,2
4729,IPC,420,1,1
4730,IT_ACT,66D,1,1
4730,IT_ACT,66C,2,2
4731,IPC,302,1,1
4732,IPC,498A,1,1
4733,IT_ACT,43,1,1
4733,IT_ACT,66C,2,2
4733,IT_ACT,66D,3,3
4734,NDPS,22,1,1
4735,IT_ACT,66D,1,1
4736,IT_ACT,66D,1,1
4736,IT_ACT,43,2,2
4737,IPC,302,1,1
4738,IPC,420,1,1
4739,IPC,420,1,1
4740,IPC,304B,1,1
4740,IPC,498A,2,2
4740,IPC,376,3,3
4741,IPC,420,1,1
4742,IPC,307,1,1
4743,IPC,307,1,1
4744,IPC,307,1,1
4745,IPC,379,1,1
4746,NDPS,20,1,1
4747,IPC,498A,1,1
4747,IPC,304B,2,2
4748,IT_ACT,66D,1,1
4749,IT_ACT,43,1,1
4750,NDPS,29,1,1
4750,NDPS,21,2,2
4750,NDPS,20,3,3
4751,IPC,379,1,1
4752,IPC,420,1,1
4752,IT_ACT,66D,2,2
4753,SC_ST,3,1,1
4753,SC_ST,3A,2,2
4754,IT_ACT,66D,1,1
4755,IPC,420,1,1
4756,IPC,302,1,1
4757,IT_ACT,66C,1,1
4757,IT_ACT,66D,2,2
4757,IT_ACT,43,3,3
4758,IPC,379,1,1
4759,IPC,379,1,1
4760,NDPS,29,1,1
4760,NDPS,22,2,2
4760,NDPS,21,3,3
4761,IPC,302,1,1
4762,IPC,420,1,1
4763,IT_ACT,43,1,1
4764,IT_ACT,66C,1,1
4764,IT_ACT,43,2,2
4765,NDPS,21,1,1
4766,NDPS,20,1,1
4766,NDPS,22,2,2
4766,NDPS,21,3,3
4767,IPC,307,1,1
4768,IPC,379,1,1
4769,IT_ACT,66C,1,1
4769,IT_ACT,66D,2,2
4769,IT_ACT,43,3,3
4770,SC_ST,3,1,1
4771,MVA,184,1,1
4771,MVA,304A,2,2
4771,MVA,185,3,3
4772,IT_ACT,66D,1,1
4772,IT_ACT,43,2,2
4772,IT_ACT,66C,3,3
4773,IPC,498A,1,1
4774,NDPS,20,1,1
4774,NDPS,22,2,2
4774,NDPS,29,3,3
4775,NDPS,21,1,1
4775,NDPS,29,2,2
4775,NDPS,22,3,3
4776,IT_ACT,66C,1,1
4776,IT_ACT,43,2,2
4777,IPC,420,1,1
4778,IPC,302,1,1
4779,IPC,420,1,1
4780,IT_ACT,43,1,1
4781,IPC,379,1,1
4782,IT_ACT,66C,1,1
4783,CRPC,151,1,1
4783,CRPC,107,2,2
4784,IPC,420,1,1
4785,IPC,379,1,1
4786,IPC,379,1,1
4787,IPC,304B,1,1
4788,NDPS,29,1,1
4788,NDPS,21,2,2
4789,IPC,302,1,1
4790,SC_ST,3,1,1
4791,IPC,395,1,1
4791,IPC,392,2,2
4792,IPC,307,1,1
4793,IT_ACT,43,1,1
4794,IPC,420,1,1
4795,NDPS,20,1,1
4795,NDPS,22,2,2
4796,IPC,307,1,1
4797,SC_ST,3A,1,1
4798,NDPS,21,1,1
4798,NDPS,22,2,2
4799,NDPS,29,1,1
4799,NDPS,22,2,2
4800,IPC,307,1,1
4801,IPC,302,1,1
4802,IPC,379,1,1
4803,IT_ACT,43,1,1
4803,IT_ACT,66C,2,2
4803,IT_ACT,66D,3,3
4804,ARMS,27,1,1
4804,ARMS,25,2,2
4805,NDPS,20,1,1
4805,NDPS,21,2,2
4806,IT_ACT,66D,1,1
4806,IT_ACT,43,2,2
4807,IPC,376,1,1
4807,IPC,304B,2,2
4807,IPC,498A,3,3
4808,IPC,379,1,1
4809,IPC,420,1,1
4810,ARMS,27,1,1
4811,IPC,379,1,1
4812,IPC,302,1,1
4813,IPC,420,1,1
4814,IPC,379,1,1
4815,NDPS,20,1,1
4816,IPC,392,1,1
4816,IPC,307,2,2
4817,IPC,379,1,1
4818,IPC,376,1,1
4819,IPC,498A,1,1
4820,IPC,379,1,1
4821,IPC,395,1,1
4822,IPC,307,1,1
4823,IT_ACT,66C,1,1
4823,IT_ACT,66D,2,2
4824,IPC,379,1,1
4825,IT_ACT,43,1,1
4825,IT_ACT,66D,2,2
4826,CRPC,151,1,1
4826,CRPC,107,2,2
4827,IT_ACT,66D,1,1
4828,IPC,302,1,1
4829,NDPS,29,1,1
4829,NDPS,20,2,2
4830,IPC,307,1,1
4831,IPC,379,1,1
4832,IPC,302,1,1
4833,IPC,307,1,1
4834,IT_ACT,66D,1,1
4835,IT_ACT,43,1,1
4836,IT_ACT,66C,1,1
4837,IT_ACT,43,1,1
4837,IT_ACT,66D,2,2
4837,IT_ACT,66C,3,3
4838,IPC,304B,1,1
4839,NDPS,21,1,1
4840,NDPS,22,1,1
4841,NDPS,21,1,1
4842,MVA,184,1,1
4842,MVA,185,2,2
4843,IPC,379,1,1
4844,IPC,307,1,1
4845,IPC,379,1,1
4846,IPC,420,1,1
4847,IPC,307,1,1
4848,IPC,302,1,1
4849,IT_ACT,66D,1,1
4850,IT_ACT,43,1,1
4850,IT_ACT,66C,2,2
4851,IPC,420,1,1
4852,IT_ACT,66D,1,1
4852,IT_ACT,43,2,2
4852,IT_ACT,66C,3,3
4853,IPC,302,1,1
4854,IPC,379,1,1
4855,IT_ACT,66D,1,1
4855,IT_ACT,43,2,2
4855,IT_ACT,66C,3,3
4856,IPC,307,1,1
4857,IPC,379,1,1
4858,NDPS,22,1,1
4859,MVA,185,1,1
4859,MVA,184,2,2
4860,IT_ACT,43,1,1
4861,IPC,420,1,1
4862,IPC,376,1,1
4863,IT_ACT,66C,1,1
4863,IT_ACT,43,2,2
4864,IT_ACT,66C,1,1
4864,IT_ACT,66D,2,2
4865,NDPS,29,1,1
4866,IPC,395,1,1
4867,IPC,420,1,1
4868,IPC,379,1,1
4869,SC_ST,3,1,1
4869,SC_ST,3A,2,2
4870,IT_ACT,66D,1,1
4870,IPC,420,2,2
4871,IPC,420,1,1
4872,IPC,420,1,1
4873,IPC,307,1,1
4874,IPC,379,1,1
4875,IPC,379,1,1
4876,IPC,302,1,1
4877,IPC,392,1,1
4878,IT_ACT,66D,1,1
4879,IPC,302,1,1
4880,IPC,392,1,1
4880,IPC,395,2,2
4881,IPC,379,1,1
4882,IPC,302,1,1
4883,IPC,302,1,1
4884,IPC,379,1,1
4885,MVA,184,1,1
4885,MVA,185,2,2
4886,IT_ACT,43,1,1
4887,IPC,307,1,1
4888,IT_ACT,66C,1,1
4888,IT_ACT,66D,2,2
4889,NDPS,20,1,1
4889,NDPS,21,2,2
4889,NDPS,29,3,3
4890,SC_ST,3,1,1
4890,SC_ST,3A,2,2
4891,IPC,376,1,1
4891,IPC,498A,2,2
4891,IPC,304B,3,3
4892,IPC,420,1,1
4893,ARMS,25,1,1
4893,ARMS,27,2,2
4894,NDPS,29,1,1
4894,NDPS,20,2,2
4895,IPC,379,1,1
4896,IPC,304B,1,1
4896,IPC,376,2,2
4897,IPC,379,1,1
4898,IPC,302,1,1
4899,IPC,307,1,1
4900,IT_ACT,43,1,1
4900,IT_ACT,66D,2,2
4900,IT_ACT,66C,3,3
4901,IT_ACT,66D,1,1
4902,IT_ACT,43,1,1
4903,ARMS,27,1,1
4904,IPC,420,1,1
4905,SC_ST,3,1,1
4905,SC_ST,3A,2,2
4906,IPC,307,1,1
4906,IPC,392,2,2
4907,IPC,302,1,1
4908,IPC,302,1,1
4909,IPC,420,1,1
4910,NDPS,29,1,1
4910,NDPS,21,2,2
4911,NDPS,29,1,1
4911,NDPS,21,2,2
4911,NDPS,20,3,3
4912,IPC,307,1,1
4913,IPC,379,1,1
4914,IPC,379,1,1
4915,IPC,307,1,1
4916,IT_ACT,43,1,1
4916,IT_ACT,66C,2,2
4917,IPC,420,1,1
4918,NDPS,21,1,1
4918,NDPS,29,2,2
4919,IPC,498A,1,1
4919,IPC,376,2,2
4919,IPC,304B,3,3
4920,IPC,307,1,1
4921,IPC,379,1,1
4922,IPC,379,1,1
4923,IPC,379,1,1
4924,IT_ACT,66C,1,1
4924,IT_ACT,66D,2,2
4924,IT_ACT,43,3,3
4925,POCSO,8,1,1
4926,IT_ACT,66D,1,1
4927,POCSO,12,1,1
4927,POCSO,4,2,2
4927,POCSO,8,3,3
4928,IPC,302,1,1
4929,NDPS,29,1,1
4930,NDPS,20,1,1
4930,NDPS,22,2,2
4931,IT_ACT,66C,1,1
4931,IT_ACT,66D,2,2
4931,IT_ACT,43,3,3
4932,IPC,420,1,1
4933,IPC,379,1,1
4934,IPC,379,1,1
4935,IT_ACT,66C,1,1
4935,IT_ACT,66D,2,2
4936,IPC,379,1,1
4937,IPC,304B,1,1
4937,IPC,498A,2,2
4937,IPC,376,3,3
4938,NDPS,22,1,1
4938,NDPS,21,2,2
4939,IT_ACT,66C,1,1
4940,POCSO,12,1,1
4941,IT_ACT,66C,1,1
4942,IPC,379,1,1
4943,MVA,185,1,1
4943,MVA,304A,2,2
4943,MVA,184,3,3
4944,IPC,395,1,1
4944,IPC,392,2,2
4945,IT_ACT,43,1,1
4945,IT_ACT,66D,2,2
4946,IPC,420,1,1
4947,POCSO,12,1,1
4947,POCSO,4,2,2
4947,POCSO,8,3,3
4948,IPC,420,1,1
4949,IPC,307,1,1
4950,NDPS,21,1,1
4950,NDPS,29,2,2
4951,IPC,379,1,1
4952,IT_ACT,66D,1,1
4952,IT_ACT,66C,2,2
4953,IPC,379,1,1
4954,IPC,420,1,1
4955,IPC,307,1,1
4955,IPC,392,2,2
4956,IPC,307,1,1
4957,NDPS,22,1,1
4958,IT_ACT,43,1,1
4959,IPC,379,1,1
4960,IT_ACT,43,1,1
4960,IT_ACT,66D,2,2
4961,IPC,420,1,1
4962,NDPS,29,1,1
4962,NDPS,20,2,2
4962,NDPS,22,3,3
4963,IT_ACT,43,1,1
4964,IPC,392,1,1
4965,IPC,307,1,1
4966,IT_ACT,66C,1,1
4967,IT_ACT,43,1,1
4967,IT_ACT,66D,2,2
4967,IT_ACT,66C,3,3
4968,IT_ACT,43,1,1
4968,IT_ACT,66D,2,2
4968,IT_ACT,66C,3,3
4969,IPC,302,1,1
4970,MVA,184,1,1
4971,ARMS,25,1,1
4971,ARMS,27,2,2
4972,IPC,392,1,1
4972,IPC,395,2,2
4973,IPC,307,1,1
4974,MVA,304A,1,1
4974,MVA,185,2,2
4974,MVA,184,3,3
4975,IPC,379,1,1
4976,IPC,379,1,1
4977,SC_ST,3,1,1
4977,SC_ST,3A,2,2
4978,IT_ACT,43,1,1
4979,IPC,379,1,1
4980,IPC,379,1,1
4981,NDPS,29,1,1
4981,NDPS,20,2,2
4982,IPC,379,1,1
4983,IT_ACT,43,1,1
4984,IT_ACT,43,1,1
4984,IT_ACT,66C,2,2
4984,IT_ACT,66D,3,3
4985,IPC,420,1,1
4986,IT_ACT,66D,1,1
4986,IT_ACT,43,2,2
4987,IPC,302,1,1
4988,IPC,498A,1,1
4988,IPC,376,2,2
4988,IPC,304B,3,3
4989,IPC,420,1,1
4990,NDPS,29,1,1
4990,NDPS,22,2,2
4990,NDPS,20,3,3
4991,IT_ACT,66C,1,1
4991,IT_ACT,66D,2,2
4991,IT_ACT,43,3,3
4992,IPC,392,1,1
4992,IPC,395,2,2
4993,IT_ACT,43,1,1
4993,IT_ACT,66C,2,2
4993,IT_ACT,66D,3,3
4994,IPC,379,1,1
4995,IT_ACT,43,1,1
4995,IT_ACT,66D,2,2
4995,IT_ACT,66C,3,3
4996,IPC,379,1,1
4997,IPC,302,1,1
4998,IT_ACT,43,1,1
4999,IT_ACT,66C,1,1
4999,IT_ACT,66D,2,2
4999,IT_ACT,43,3,3
5000,IPC,379,1,1
5001,IT_ACT,43,1,1
5001,IT_ACT,66D,2,2
5002,IPC,379,1,1
5003,IPC,307,1,1
5004,SC_ST,3A,1,1
5004,SC_ST,3,2,2
5005,NDPS,20,1,1
5006,IPC,420,1,1
5007,IPC,395,1,1
5007,IPC,392,2,2
5008,IT_ACT,66D,1,1
5008,IT_ACT,66C,2,2
5008,IT_ACT,43,3,3
5009,IT_ACT,66D,1,1
5009,IT_ACT,43,2,2
5009,IT_ACT,66C,3,3
5010,IPC,302,1,1
5011,IPC,379,1,1
5012,IPC,379,1,1
5013,IT_ACT,66D,1,1
5013,IT_ACT,66C,2,2
5014,IPC,379,1,1
5015,IT_ACT,66D,1,1
5015,IT_ACT,66C,2,2
5015,IT_ACT,43,3,3
5016,IPC,420,1,1
5017,IT_ACT,43,1,1
5018,IPC,379,1,1
5019,IPC,379,1,1
5020,IPC,302,1,1
5021,POCSO,4,1,1
5022,IPC,379,1,1
5023,NDPS,29,1,1
5024,ARMS,27,1,1
5025,NDPS,29,1,1
5025,NDPS,22,2,2
5025,NDPS,20,3,3
5026,NDPS,29,1,1
5027,IPC,420,1,1
5028,IPC,379,1,1
5029,IPC,379,1,1
5030,IPC,420,1,1
5031,IPC,420,1,1
5032,IT_ACT,66D,1,1
5032,IT_ACT,43,2,2
5033,IPC,379,1,1
5034,IPC,379,1,1
5035,IPC,392,1,1
5035,IPC,395,2,2
5036,IPC,304B,1,1
5037,IPC,379,1,1
5038,IPC,376,1,1
5038,IPC,304B,2,2
5039,IPC,420,1,1
5040,IPC,420,1,1
5041,IPC,379,1,1
5042,NDPS,29,1,1
5043,IPC,302,1,1
5044,CRPC,151,1,1
5045,IPC,420,1,1
5046,IPC,376,1,1
5047,POCSO,4,1,1
5048,NDPS,29,1,1
5049,IPC,379,1,1
5050,IPC,379,1,1
5051,IPC,307,1,1
5052,IPC,302,1,1
5053,IPC,376,1,1
5054,IPC,302,1,1
5055,CRPC,151,1,1
5055,CRPC,107,2,2
5056,IPC,420,1,1
5057,POCSO,8,1,1
5057,POCSO,4,2,2
5058,IT_ACT,43,1,1
5058,IT_ACT,66C,2,2
5058,IT_ACT,66D,3,3
5059,CRPC,107,1,1
5060,IT_ACT,66C,1,1
5061,IPC,302,1,1
5062,SC_ST,3A,1,1
5062,SC_ST,3,2,2
5063,POCSO,4,1,1
5063,POCSO,12,2,2
5063,POCSO,8,3,3
5064,IPC,379,1,1
5065,IPC,302,1,1
5066,IPC,420,1,1
5067,IPC,420,1,1
5068,IPC,395,1,1
5069,IPC,376,1,1
5070,IPC,307,1,1
5071,IPC,379,1,1
5072,IT_ACT,66D,1,1
5073,NDPS,20,1,1
5073,NDPS,22,2,2
5074,ARMS,25,1,1
5074,ARMS,27,2,2
5075,ARMS,27,1,1
5075,ARMS,25,2,2
5076,IT_ACT,66D,1,1
5076,IT_ACT,66C,2,2
5076,IT_ACT,43,3,3
5077,IT_ACT,43,1,1
5077,IT_ACT,66C,2,2
5078,IPC,392,1,1
5078,IPC,395,2,2
5079,IPC,498A,1,1
5079,IPC,304B,2,2
5079,IPC,376,3,3
5080,POCSO,8,1,1
5081,IPC,498A,1,1
5081,IPC,304B,2,2
5081,IPC,376,3,3
5082,IT_ACT,66D,1,1
5083,POCSO,8,1,1
5083,POCSO,12,2,2
5084,IPC,420,1,1
5085,POCSO,4,1,1
5086,NDPS,29,1,1
5087,IPC,302,1,1
5088,IPC,379,1,1
5089,IPC,395,1,1
5089,IPC,392,2,2
5090,IT_ACT,43,1,1
5091,POCSO,12,1,1
5091,POCSO,8,2,2
5092,NDPS,20,1,1
5093,IPC,420,1,1
5094,IT_ACT,66D,1,1
5094,IT_ACT,43,2,2
5094,IT_ACT,66C,3,3
5095,IPC,302,1,1
5096,SC_ST,3,1,1
5097,IPC,420,1,1
5098,IPC,302,1,1
5099,IPC,420,1,1
5100,IPC,304B,1,1
5101,SC_ST,3A,1,1
5101,SC_ST,3,2,2
5102,IPC,379,1,1
5103,IPC,307,1,1
5104,IPC,379,1,1
5105,IPC,392,1,1
5105,IPC,307,2,2
5106,IPC,395,1,1
5107,IPC,420,1,1
5108,POCSO,8,1,1
5108,POCSO,4,2,2
5108,POCSO,12,3,3
5109,IPC,307,1,1
5110,NDPS,29,1,1
5111,IT_ACT,66C,1,1
5111,IT_ACT,66D,2,2
5111,IT_ACT,43,3,3
5112,IT_ACT,43,1,1
5112,IT_ACT,66C,2,2
5113,IPC,302,1,1
5114,IPC,379,1,1
5115,IT_ACT,66C,1,1
5116,IT_ACT,66D,1,1
5117,IPC,302,1,1
5118,POCSO,8,1,1
5119,IPC,379,1,1
5120,IPC,307,1,1
5121,IPC,379,1,1
5122,SC_ST,3,1,1
5122,SC_ST,3A,2,2
5123,IPC,302,1,1
5124,IT_ACT,43,1,1
5125,IT_ACT,66D,1,1
5126,IPC,302,1,1
5127,IPC,395,1,1
5127,IPC,392,2,2
5128,NDPS,29,1,1
5128,NDPS,20,2,2
5129,NDPS,29,1,1
5129,NDPS,20,2,2
5129,NDPS,21,3,3
5130,IPC,392,1,1
5131,IPC,307,1,1
5132,IPC,379,1,1
5133,NDPS,20,1,1
5133,NDPS,29,2,2
5133,NDPS,22,3,3
5134,IPC,498A,1,1
5134,IPC,376,2,2
5134,IPC,304B,3,3
5135,NDPS,29,1,1
5135,NDPS,20,2,2
5136,IT_ACT,43,1,1
5136,IT_ACT,66D,2,2
5137,IPC,307,1,1
5138,IPC,302,1,1
5139,IPC,302,1,1
5140,IPC,420,1,1
5141,IPC,392,1,1
5142,NDPS,20,1,1
5143,POCSO,4,1,1
5144,POCSO,12,1,1
5144,POCSO,4,2,2
5145,IT_ACT,66C,1,1
5146,IT_ACT,43,1,1
5146,IT_ACT,66C,2,2
5147,IPC,379,1,1
5148,IPC,395,1,1
5148,IPC,392,2,2
5149,IPC,420,1,1
5150,IPC,307,1,1
5151,IT_ACT,43,1,1
5151,IT_ACT,66C,2,2
5152,IPC,302,1,1
5153,NDPS,29,1,1
5153,NDPS,20,2,2
5154,IPC,307,1,1
5155,IPC,395,1,1
5155,IPC,392,2,2
5156,IT_ACT,66C,1,1
5156,IT_ACT,66D,2,2
5157,IT_ACT,66C,1,1
5157,IT_ACT,43,2,2
5158,IPC,379,1,1
5159,IPC,307,1,1
5160,POCSO,12,1,1
5161,IPC,379,1,1
5162,IPC,379,1,1
5163,IPC,304B,1,1
5163,IPC,498A,2,2
5163,IPC,376,3,3
5164,IPC,395,1,1
5164,IPC,392,2,2
5165,IPC,379,1,1
5166,IT_ACT,66D,1,1
5167,IPC,302,1,1
5168,IPC,420,1,1
5169,SC_ST,3A,1,1
5169,SC_ST,3,2,2
5170,IT_ACT,66C,1,1
5170,IT_ACT,66D,2,2
5171,IPC,420,1,1
5172,IT_ACT,66D,1,1
5172,IPC,420,2,2
5173,IPC,307,1,1
5174,IT_ACT,66D,1,1
5175,IPC,302,1,1
5176,IPC,307,1,1
5177,IT_ACT,43,1,1
5177,IT_ACT,66D,2,2
5177,IT_ACT,66C,3,3
5178,IT_ACT,43,1,1
5178,IT_ACT,66D,2,2
5179,IPC,302,1,1
5180,IPC,379,1,1
5181,IPC,498A,1,1
5181,IPC,304B,2,2
5181,IPC,376,3,3
5182,IPC,420,1,1
5183,SC_ST,3A,1,1
5184,IT_ACT,43,1,1
5184,IT_ACT,66D,2,2
5185,IPC,420,1,1
5186,ARMS,27,1,1
5186,ARMS,25,2,2
5187,IT_ACT,66D,1,1
5187,IT_ACT,43,2,2
5187,IT_ACT,66C,3,3
5188,IT_ACT,43,1,1
5189,IPC,304B,1,1
5190,NDPS,21,1,1
5190,NDPS,22,2,2
5190,NDPS,20,3,3
5191,IT_ACT,66D,1,1
5191,IT_ACT,66C,2,2
5191,IT_ACT,43,3,3
5192,IPC,420,1,1
5193,IPC,379,1,1
5194,IT_ACT,66D,1,1
5194,IT_ACT,43,2,2
5195,IPC,302,1,1
5196,CRPC,107,1,1
5196,CRPC,151,2,2
5197,IPC,420,1,1
5198,IPC,379,1,1
5199,POCSO,12,1,1
5199,POCSO,8,2,2
5200,NDPS,20,1,1
5200,NDPS,21,2,2
5201,IT_ACT,66C,1,1
5201,IT_ACT,66D,2,2
5201,IT_ACT,43,3,3
5202,NDPS,21,1,1
5203,NDPS,22,1,1
5204,POCSO,12,1,1
5205,NDPS,20,1,1
5205,NDPS,22,2,2
5206,ARMS,25,1,1
5206,ARMS,27,2,2
5207,SC_ST,3,1,1
5208,IPC,307,1,1
5209,IPC,420,1,1
5210,SC_ST,3,1,1
5210,SC_ST,3A,2,2
5211,IPC,307,1,1
5212,NDPS,20,1,1
5212,NDPS,21,2,2
5212,NDPS,22,3,3
5213,IPC,379,1,1
5214,IPC,379,1,1
5215,IPC,302,1,1
5216,IPC,420,1,1
5217,IT_ACT,43,1,1
5217,IT_ACT,66C,2,2
5218,IPC,379,1,1
5219,IT_ACT,66D,1,1
5220,IPC,379,1,1
5221,IT_ACT,66C,1,1
5221,IT_ACT,43,2,2
5221,IT_ACT,66D,3,3
5222,IPC,379,1,1
5223,IT_ACT,66C,1,1
5223,IT_ACT,43,2,2
5224,IT_ACT,43,1,1
5225,IPC,420,1,1
5226,ARMS,27,1,1
5226,ARMS,25,2,2
5227,IT_ACT,43,1,1
5227,IT_ACT,66C,2,2
5227,IT_ACT,66D,3,3
5228,SC_ST,3,1,1
5228,SC_ST,3A,2,2
5229,MVA,184,1,1
5229,MVA,185,2,2
5229,MVA,304A,3,3
5230,IPC,307,1,1
5231,IT_ACT,66D,1,1
5232,IPC,498A,1,1
5232,IPC,376,2,2
5232,IPC,304B,3,3
5233,IPC,379,1,1
5234,ARMS,27,1,1
5234,ARMS,25,2,2
5235,IPC,379,1,1
5236,NDPS,22,1,1
5236,NDPS,20,2,2
5237,NDPS,20,1,1
5237,NDPS,22,2,2
5237,NDPS,21,3,3
5238,CRPC,107,1,1
5239,IPC,379,1,1
5240,IT_ACT,66D,1,1
5240,IT_ACT,43,2,2
5241,IPC,379,1,1
5242,IT_ACT,43,1,1
5242,IT_ACT,66C,2,2
5243,IT_ACT,66C,1,1
5244,IPC,307,1,1
5245,NDPS,21,1,1
5246,NDPS,29,1,1
5247,IPC,376,1,1
5247,IPC,498A,2,2
5248,IT_ACT,66D,1,1
5249,IPC,302,1,1
5250,IPC,395,1,1
5251,IPC,302,1,1
5252,ARMS,25,1,1
5252,ARMS,27,2,2
5253,IT_ACT,66C,1,1
5253,IT_ACT,66D,2,2
5253,IT_ACT,43,3,3
5254,ARMS,25,1,1
5254,ARMS,27,2,2
5255,IPC,307,1,1
5256,IPC,379,1,1
5257,IPC,307,1,1
5258,NDPS,20,1,1
5258,NDPS,21,2,2
5259,IPC,420,1,1
5260,IPC,379,1,1
5261,NDPS,20,1,1
5261,NDPS,29,2,2
5262,IPC,379,1,1
5263,IPC,302,1,1
5264,IPC,420,1,1
5265,IPC,302,1,1
5266,IPC,420,1,1
5267,IPC,302,1,1
5268,IT_ACT,43,1,1
5268,IT_ACT,66D,2,2
5269,IT_ACT,43,1,1
5269,IT_ACT,66D,2,2
5269,IT_ACT,66C,3,3
5270,IT_ACT,66D,1,1
5270,IT_ACT,66C,2,2
5270,IT_ACT,43,3,3
5271,IT_ACT,43,1,1
5272,NDPS,22,1,1
5272,NDPS,29,2,2
5272,NDPS,20,3,3
5273,IPC,376,1,1
5273,IPC,304B,2,2
5274,IPC,304B,1,1
5274,IPC,376,2,2
5274,IPC,498A,3,3
5275,IPC,420,1,1
5276,IPC,302,1,1
5277,NDPS,20,1,1
5277,NDPS,29,2,2
5278,IPC,302,1,1
5279,NDPS,22,1,1
5280,POCSO,12,1,1
5281,IPC,420,1,1
5282,IPC,379,1,1
5283,IPC,498A,1,1
5284,IPC,307,1,1
5285,IPC,379,1,1
5286,NDPS,29,1,1
5286,NDPS,22,2,2
5287,NDPS,21,1,1
5288,NDPS,21,1,1
5289,IPC,379,1,1
5290,IPC,420,1,1
5291,IPC,307,1,1
5292,IPC,376,1,1
5293,NDPS,20,1,1
5293,NDPS,22,2,2
5294,IPC,379,1,1
5295,CRPC,107,1,1
5295,CRPC,151,2,2
5296,IPC,379,1,1
5297,POCSO,12,1,1
5298,IPC,395,1,1
5298,IPC,392,2,2
5299,IPC,392,1,1
5299,IPC,395,2,2
5300,ARMS,27,1,1
5300,ARMS,25,2,2
5301,IPC,498A,1,1
5301,IPC,376,2,2
5302,IT_ACT,43,1,1
5303,IPC,420,1,1
