ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2834,5306,1,2024-02-08,1,22,233,1779,61,12312,1,0
2835,5306,1,2024-01-17,1,22,233,1751,61,12314,1,0
2836,5307,2,2024-04-19,1,12,121,975,31,12315,1,0
2837,5307,1,2024-04-13,1,12,121,968,31,12316,1,0
2838,5308,2,2024-08-06,1,5,45,345,13,12317,1,0
2839,5309,1,2024-07-31,1,4,33,275,10,12318,1,0
2840,5312,1,2023-02-06,1,14,139,1111,37,12324,1,0
2841,5312,1,2023-01-26,1,14,139,1106,36,12323,1,0
2842,5313,1,2024-02-25,1,9,85,669,21,12327,1,0
2843,5315,1,2024-06-16,1,28,294,2221,82,12330,1,0
2844,5322,1,2025-01-01,1,27,290,2210,79,12345,1,0
2845,5322,1,2025-01-17,1,27,290,2213,78,12344,1,0
2846,5328,1,2023-10-12,1,18,178,1456,50,12360,1,0
2847,5332,2,2024-11-20,1,14,137,1084,37,12366,1,0
2848,5332,1,2024-11-22,1,14,137,1080,36,12367,1,0
2849,5337,1,2024-06-18,1,23,246,1847,63,12377,1,0
2850,5337,1,2024-06-28,1,23,246,1888,63,12376,1,0
2851,5341,1,2023-11-28,1,7,69,566,16,12385,1,0
2852,5342,1,2024-08-17,1,29,310,2350,85,12386,1,0
2853,5345,1,2023-11-04,1,30,318,2378,86,12391,1,0
2854,5346,1,2023-08-06,1,3,22,225,8,12392,1,0
2855,5349,1,2023-08-06,1,5,43,409,11,12398,1,0
2856,5350,1,2024-12-30,1,9,86,683,22,12400,1,0
2857,5351,1,2023-11-13,1,13,134,1023,33,12402,1,0
2858,5353,1,2023-12-13,1,6,57,465,15,12406,1,0
2859,5354,1,2024-12-14,1,4,40,329,10,12408,1,0
2860,5354,1,2024-12-23,1,4,40,314,10,12407,1,0
2861,5355,1,2024-09-07,1,15,148,1226,38,12410,1,0
2862,5355,1,2024-09-12,1,15,148,1171,41,12409,1,0
2863,5357,1,2024-02-03,1,3,21,198,8,12415,1,0
2864,5358,1,2023-12-30,1,29,308,2286,85,12418,1,0
2865,5359,2,2023-10-12,1,11,110,862,28,12419,1,0
2866,5360,1,2024-12-15,1,7,65,584,17,12422,1,0
2867,5364,1,2024-10-28,1,24,256,1915,69,12427,1,0
2868,5367,1,2023-05-17,1,13,132,1006,33,12431,1,0
2869,5375,1,2023-08-29,1,23,240,1858,66,12449,1,0
2870,5378,1,2023-09-06,1,15,146,1181,39,12453,1,0
2871,5384,1,2024-08-05,1,11,115,846,26,12463,1,0
2872,5388,2,2023-02-26,1,14,136,1152,36,12468,1,0
2873,5390,1,2023-01-26,1,17,166,1406,48,12472,1,0
2874,5391,1,2024-05-28,1,10,94,760,25,12476,1,0
2875,5394,1,2023-11-24,1,23,245,1879,66,12480,1,0
2876,5396,1,2024-12-14,1,8,77,636,20,12486,1,0
2877,5401,2,2023-10-24,1,21,221,1708,59,12496,1,0
2878,5402,1,2024-07-10,1,20,202,1586,54,12498,1,0
2879,5403,1,2024-05-20,1,8,71,662,20,12499,1,0
2880,5404,1,2024-09-10,1,10,99,792,25,12501,1,0
2881,5404,1,2024-09-07,1,10,99,830,24,12502,1,0
2882,5406,1,2023-02-22,1,1,5,71,3,12506,1,0
2883,5407,2,2023-10-17,1,16,162,1250,42,12510,1,0
2884,5408,2,2024-06-04,1,24,248,1960,68,12511,1,0
2885,5411,1,2024-11-14,1,25,267,1975,72,12517,1,0
2886,5411,1,2024-11-05,1,25,267,2048,71,12515,1,0
2887,5417,2,2023-05-05,1,10,96,748,23,12527,1,0
2888,5419,2,2023-04-05,1,29,307,2338,85,12530,1,0
2889,5424,2,2024-03-21,1,18,179,1474,50,12543,1,0
2890,5424,1,2024-03-21,1,18,179,1483,49,12545,1,0
2891,5425,1,2024-01-18,1,8,79,634,20,12546,1,0
2892,5426,1,2023-02-27,1,30,320,2362,87,12550,1,0
2893,5426,1,2023-02-08,1,30,320,2424,86,12549,1,0
2894,5427,1,2024-06-28,1,5,47,356,13,12551,1,0
2895,5430,1,2023-11-08,1,16,162,1244,42,12555,1,0
2896,5433,1,2023-12-15,1,29,304,2317,84,12559,1,0
2897,5433,1,2023-12-06,1,29,304,2347,84,12560,1,0
2898,5439,1,2023-07-25,1,5,47,357,12,12568,1,0
2899,5442,1,2023-07-09,1,7,63,568,17,12575,1,0
2900,5442,1,2023-07-22,1,7,63,553,16,12576,1,0
2901,5444,1,2025-01-27,1,17,168,1333,46,12579,1,0
2902,5446,1,2023-07-06,1,28,294,2280,82,12585,1,0
2903,5448,1,2024-11-22,1,8,73,637,19,12588,1,0
2904,5448,1,2024-11-12,1,8,73,655,20,12587,1,0
2905,5449,1,2024-12-03,1,13,131,1025,33,12589,1,0
2906,5450,1,2024-08-23,1,19,197,1493,53,12590,1,0
2907,5453,1,2023-12-28,1,19,192,1489,51,12595,1,0
2908,5466,2,2024-07-25,1,5,44,346,12,12621,1,0
2909,5469,2,2023-08-15,1,14,136,1118,37,12630,1,0
2910,5470,1,2023-12-06,1,24,249,1923,68,12631,1,0
2911,5472,1,2024-05-12,1,16,163,1258,44,12634,1,0
2912,5478,1,2023-01-28,1,9,86,737,21,12647,1,0
2913,5479,2,2023-09-12,1,13,129,997,35,12649,1,0
2914,5479,1,2023-08-21,1,13,129,1025,34,12648,1,0
2915,5480,1,2023-11-27,1,21,220,1696,59,12651,1,0
2916,5482,1,2023-02-02,1,10,94,785,25,12655,1,0
2917,5482,1,2023-01-22,1,10,94,751,23,12656,1,0
2918,5484,2,2023-06-11,1,29,308,2313,84,12660,1,0
2919,5484,1,2023-06-28,1,29,308,2342,85,12662,1,0
2920,5486,2,2024-06-16,1,19,193,1511,53,12667,1,0
2921,5486,1,2024-07-07,1,19,193,1537,53,12666,1,0
2922,5487,1,2023-07-13,1,11,109,910,26,12669,1,0
2923,5488,1,2024-12-20,1,4,38,275,9,12670,1,0
2924,5491,2,2023-11-03,1,17,167,1363,48,12674,1,0
2925,5496,2,2023-12-17,1,29,305,2313,84,12684,1,0
2926,5498,1,2024-03-24,1,30,321,2411,87,12690,1,0
2927,5501,1,2024-04-08,1,23,237,1828,64,12697,1,0
2928,5501,1,2024-04-19,1,23,237,1864,64,12698,1,0
2929,5502,1,2024-08-12,1,21,221,1656,56,12699,1,0
2930,5502,1,2024-08-21,1,21,221,1658,57,12700,1,0
2931,5503,1,2024-06-19,1,2,15,156,4,12701,1,0
2932,5505,1,2024-11-02,1,6,52,496,14,12705,1,0
2933,5508,2,2024-05-28,1,17,172,1387,46,12710,1,0
2934,5511,1,2024-01-07,1,25,258,2049,72,12721,1,0
2935,5511,1,2023-12-26,1,25,258,2007,73,12720,1,0
2936,5513,1,2023-04-27,1,15,146,1233,41,12724,1,0
2937,5513,1,2023-04-26,1,15,146,1169,40,12723,1,0
2938,5517,2,2024-10-30,1,5,49,369,12,12733,1,0
2939,5518,1,2024-09-21,1,15,148,1205,41,12734,1,0
2940,5519,1,2023-07-25,1,11,113,897,27,12736,1,0
2941,5521,1,2024-12-30,1,16,161,1311,43,12740,1,0
2942,5522,2,2023-05-17,1,29,304,2357,85,12743,1,0
2943,5523,1,2024-06-25,1,9,89,697,21,12745,1,0
2944,5523,1,2024-07-07,1,9,89,688,22,12744,1,0
2945,5526,1,2024-10-18,1,24,254,1945,69,12751,1,0
2946,5526,1,2024-10-05,1,24,254,1901,70,12752,1,0
2947,5530,2,2023-09-08,1,28,294,2246,80,12762,1,0
2948,5532,2,2023-06-29,1,15,148,1186,40,12765,1,0
2949,5536,1,2024-09-27,1,8,76,655,18,12775,1,0
2950,5539,1,2023-11-25,1,24,248,1934,69,12778,1,0
2951,5539,1,2023-12-08,1,24,248,1933,70,12779,1,0
2952,5540,1,2023-05-29,1,23,236,1866,64,12780,1,0
2953,5544,1,2024-12-09,1,12,122,920,30,12787,1,0
2954,5546,1,2023-08-07,1,27,290,2203,78,12792,1,0
2955,5546,1,2023-08-12,1,27,290,2209,78,12791,1,0
2956,5547,1,2024-09-23,1,8,74,615,20,12793,1,0
2957,5548,1,2023-02-18,1,18,182,1437,50,12795,1,0
2958,5548,1,2023-02-08,1,18,182,1439,50,12794,1,0
2959,5550,1,2023-09-16,1,29,303,2340,85,12799,1,0
2960,5551,1,2023-06-22,1,30,321,2429,86,12800,1,0
2961,5552,1,2024-04-28,1,28,295,2259,82,12802,1,0
2962,5552,1,2024-05-14,1,28,295,2224,83,12803,1,0
2963,5553,1,2024-04-28,1,27,292,2165,79,12805,1,0
2964,5555,1,2024-08-12,1,18,181,1424,49,12808,1,0
2965,5555,2,2024-08-02,1,18,181,1464,49,12809,1,0
2966,5557,1,2023-12-25,1,26,270,2117,75,12812,1,0
2967,5558,1,2024-03-06,1,30,317,2438,87,12814,1,0
2968,5560,1,2023-10-12,1,28,296,2232,80,12816,1,0
2969,5561,1,2024-04-10,1,7,65,543,16,12817,1,0
2970,5564,1,2024-08-06,1,25,265,2010,71,12823,1,0
2971,5570,1,2023-11-01,1,6,58,483,15,12833,1,0
2972,5571,1,2023-05-06,1,17,171,1382,45,12835,1,0
2973,5572,1,2024-02-25,1,8,79,639,20,12837,1,0
2974,5573,1,2023-12-09,1,28,298,2282,80,12838,1,0
2975,5576,1,2023-04-15,1,10,97,791,25,12845,1,0
2976,5577,1,2024-07-30,1,23,240,1889,66,12846,1,0
2977,5578,1,2024-09-26,1,29,306,2360,84,12848,1,0
2978,5579,1,2024-04-12,1,20,205,1637,54,12850,1,0
2979,5586,1,2023-08-30,1,26,275,2118,75,12868,1,0
2980,5586,1,2023-08-05,1,26,275,2070,74,12867,1,0
2981,5587,2,2023-06-05,1,10,103,756,24,12871,1,0
2982,5587,1,2023-06-13,1,10,103,757,23,12870,1,0
2983,5588,1,2023-02-12,1,14,140,1093,36,12873,1,0
2984,5590,1,2024-05-06,1,1,5,20,3,12877,1,0
2985,5592,2,2023-04-17,1,20,211,1599,54,12883,1,0
2986,5594,1,2023-04-01,1,18,180,1465,50,12885,1,0
2987,5595,1,2023-03-02,1,11,113,853,26,12886,1,0
2988,5597,1,2023-04-05,1,3,21,177,7,12889,1,0
2989,5597,1,2023-04-02,1,3,21,218,7,12890,1,0
2990,5598,1,2024-04-30,1,19,195,1504,51,12891,1,0
2991,5599,1,2023-06-08,1,4,37,338,10,12893,1,0
2992,5601,1,2024-06-20,1,7,66,565,17,12897,1,0
2993,5601,1,2024-06-25,1,7,66,573,17,12898,1,0
2994,5602,1,2024-11-20,1,13,130,1004,35,12899,1,0
2995,5603,1,2024-06-11,1,14,136,1081,37,12900,1,0
2996,5607,1,2024-02-07,1,15,150,1227,39,12905,1,0
2997,5607,2,2024-02-01,1,15,150,1227,40,12906,1,0
2998,5608,1,2023-02-26,1,22,233,1805,61,12910,1,0
2999,5608,1,2023-02-12,1,22,233,1771,62,12907,1,0
3000,5613,1,2023-11-14,1,2,18,143,5,12918,1,0
3001,5615,1,2024-01-27,1,20,206,1583,54,12922,1,0
3002,5618,1,2024-11-11,1,4,38,270,9,12929,1,0
3003,5618,1,2024-10-23,1,4,38,306,10,12928,1,0
3004,5620,1,2024-06-06,1,11,115,907,27,12931,1,0
3005,5622,1,2024-10-24,1,17,173,1331,48,12934,1,0
3006,5627,1,2025-01-16,1,10,96,812,23,12942,1,0
3007,5628,2,2024-12-30,1,13,129,1004,34,12944,1,0
3008,5633,1,2023-12-27,1,7,67,575,17,12952,1,0
3009,5636,2,2024-12-28,1,22,226,1739,62,12955,1,0
3010,5645,1,2023-03-26,1,11,113,875,27,12972,1,0
3011,5646,1,2023-04-15,1,22,231,1793,62,12974,1,0
3012,5646,1,2023-04-15,1,22,231,1807,61,12975,1,0
3013,5649,1,2024-05-21,1,10,104,779,24,12980,1,0
3014,5650,1,2024-02-09,1,20,206,1609,55,12981,1,0
3015,5650,1,2024-01-27,1,20,206,1579,55,12983,1,0
3016,5653,2,2024-07-02,1,25,268,2049,72,12987,1,0
3017,5654,1,2024-03-29,1,5,42,353,13,12989,1,0
3018,5659,1,2023-04-03,1,15,151,1186,39,12997,1,0
3019,5659,1,2023-04-10,1,15,151,1186,40,12998,1,0
3020,5660,1,2023-02-27,1,8,77,631,18,12999,1,0
3021,5660,1,2023-02-28,1,8,77,604,18,13000,1,0
3022,5661,1,2024-09-04,1,12,124,960,29,13002,1,0
3023,5662,1,2024-02-20,1,4,34,294,9,13003,1,0
3024,5664,1,2023-11-19,1,17,168,1339,47,13007,1,0
3025,5664,1,2023-11-19,1,17,168,1356,45,13006,1,0
3026,5665,1,2024-02-03,1,26,275,2075,77,13009,1,0
3027,5666,1,2024-01-11,1,28,298,2248,83,13013,1,0
3028,5667,1,2023-10-22,1,9,88,672,21,13015,1,0
3029,5667,2,2023-10-15,1,9,88,684,21,13016,1,0
3030,5675,1,2024-11-30,1,27,291,2170,79,13034,1,0
3031,5675,1,2024-12-23,1,27,291,2153,78,13037,1,0
3032,5677,1,2024-11-29,1,18,188,1446,50,13042,1,0
3033,5677,2,2024-12-05,1,18,188,1440,49,13041,1,0
3034,5685,1,2024-03-22,1,17,166,1395,45,13058,1,0
3035,5686,1,2023-06-15,1,7,68,537,16,13059,1,0
3036,5687,2,2024-05-15,1,21,216,1692,56,13061,1,0
3037,5687,1,2024-04-25,1,21,216,1715,58,13062,1,0
3038,5688,1,2024-05-06,1,28,300,2282,81,13064,1,0
3039,5689,2,2023-11-30,1,20,202,1584,55,13067,1,0
3040,5690,1,2023-01-30,1,4,34,319,9,13068,1,0
3041,5690,1,2023-01-23,1,4,34,312,10,13069,1,0
3042,5692,1,2023-03-09,1,15,146,1213,41,13074,1,0
3043,5695,1,2024-05-08,1,19,194,1554,51,13080,1,0
3044,5698,1,2024-07-28,1,11,111,899,27,13087,1,0
3045,5700,1,2023-03-30,1,19,193,1558,53,13091,1,0
3046,5700,2,2023-03-22,1,19,193,1520,53,13092,1,0
3047,5702,1,2023-03-30,1,8,78,648,19,13097,1,0
3048,5703,1,2024-05-03,1,30,321,2363,86,13098,1,0
3049,5705,1,2024-01-09,1,16,160,1270,44,13104,1,0
3050,5705,1,2024-01-23,1,16,160,1280,44,13103,1,0
3051,5707,1,2024-05-05,1,4,40,329,9,13109,1,0
3052,5708,1,2023-06-30,1,4,40,297,10,13111,1,0
3053,5708,1,2023-06-22,1,4,40,263,9,13110,1,0
3054,5709,1,2023-03-16,1,25,267,1973,72,13112,1,0
3055,5710,1,2023-08-23,1,14,138,1151,37,13114,1,0
3056,5713,1,2023-03-30,1,30,318,2388,87,13123,1,0
3057,5713,1,2023-03-25,1,30,318,2430,87,13121,1,0
3058,5716,2,2023-11-17,1,3,21,251,7,13130,1,0
3059,5718,1,2024-12-17,1,10,95,797,25,13136,1,0
3060,5718,1,2024-12-07,1,10,95,750,25,13138,1,0
3061,5719,1,2024-05-15,1,25,259,1990,72,13139,1,0
3062,5720,1,2024-02-14,1,7,65,534,16,13140,1,0
3063,5720,1,2024-02-17,1,7,65,572,17,13141,1,0
3064,5721,1,2024-06-29,1,26,274,2090,77,13142,1,0
3065,5722,1,2023-09-12,1,22,229,1775,61,13144,1,0
3066,5722,1,2023-09-03,1,22,229,1787,61,13146,1,0
3067,5725,1,2024-02-22,1,12,119,994,32,13154,1,0
3068,5725,2,2024-02-26,1,12,119,968,32,13153,1,0
3069,5727,1,2024-08-02,1,8,80,622,20,13159,1,0
3070,5728,2,2024-04-06,1,27,288,2185,78,13160,1,0
3071,5730,2,2023-07-12,1,25,265,1993,73,13163,1,0
3072,5732,1,2023-02-28,1,15,145,1165,40,13166,1,0
3073,5735,1,2023-06-01,1,16,156,1289,42,13170,1,0
3074,5736,1,2024-03-06,1,19,191,1519,52,13172,1,0
3075,5737,1,2024-07-21,1,16,158,1282,43,13173,1,0
3076,5740,1,2023-09-14,1,26,277,2120,75,13179,1,0
3077,5740,1,2023-09-21,1,26,277,2106,77,13180,1,0
3078,5742,1,2023-09-30,1,22,231,1780,60,13183,1,0
3079,5742,2,2023-10-14,1,22,231,1792,60,13182,1,0
3080,5743,1,2024-02-09,1,29,309,2322,84,13185,1,0
3081,5743,1,2024-02-16,1,29,309,2313,85,13184,1,0
3082,5750,1,2024-05-01,1,8,75,601,19,13197,1,0
3083,5751,1,2023-03-23,1,19,193,1566,53,13198,1,0
3084,5752,1,2023-08-23,1,1,5,4,1,13200,1,0
3085,5754,1,2024-06-11,1,13,131,1011,34,13205,1,0
3086,5754,1,2024-06-07,1,13,131,1021,35,13204,1,0
3087,5758,1,2024-10-07,1,2,19,124,4,13210,1,0
3088,5758,1,2024-09-28,1,2,19,91,5,13211,1,0
3089,5761,1,2024-03-05,1,27,285,2202,78,13217,1,0
3090,5763,1,2023-05-09,1,15,151,1239,41,13220,1,0
3091,5764,1,2024-06-20,1,14,137,1149,36,13221,1,0
3092,5764,2,2024-06-16,1,14,137,1143,37,13222,1,0
3093,5765,2,2023-12-08,1,20,201,1619,55,13223,1,0
3094,5767,1,2024-08-22,1,14,139,1131,37,13225,1,0
3095,5774,1,2024-10-07,1,25,261,2032,73,13238,1,0
3096,5775,2,2023-06-13,1,16,160,1293,42,13240,1,0
3097,5776,1,2024-08-23,1,29,305,2332,84,13244,1,0
3098,5777,1,2023-03-17,1,22,231,1750,61,13246,1,0
3099,5779,1,2023-09-21,1,15,152,1214,38,13249,1,0
3100,5783,1,2023-09-11,1,20,208,1624,55,13255,1,0
3101,5785,1,2023-02-19,1,25,262,2044,71,13257,1,0
3102,5786,1,2024-09-29,1,29,306,2289,85,13258,1,0
3103,5787,1,2023-04-18,1,13,133,1046,35,13259,1,0
3104,5787,1,2023-04-22,1,13,133,1049,35,13260,1,0
3105,5789,1,2023-06-21,1,30,321,2395,86,13264,1,0
3106,5790,1,2023-10-12,1,28,299,2240,80,13267,1,0
3107,5794,1,2023-04-12,1,8,76,618,19,13276,1,0
3108,5796,1,2024-08-26,1,22,233,1736,62,13278,1,0
3109,5796,1,2024-08-29,1,22,233,1742,60,13279,1,0
3110,5799,1,2024-02-23,1,20,202,1582,54,13286,1,0
3111,5804,1,2024-04-29,1,22,225,1780,62,13296,1,0
3112,5805,1,2024-08-05,1,22,229,1806,62,13298,1,0
3113,5812,1,2023-08-01,1,16,163,1274,44,13314,1,0
3114,5814,1,2024-07-28,1,2,13,94,6,13317,1,0
3115,5817,1,2024-09-03,1,14,139,1089,36,13323,1,0
3116,5822,2,2023-10-05,1,26,270,2101,74,13331,1,0
3117,5822,1,2023-10-01,1,26,270,2077,77,13332,1,0
3118,5824,1,2023-01-13,1,1,4,14,3,13337,1,0
3119,5824,1,2023-01-14,1,1,4,61,2,13336,1,0
3120,5826,1,2023-07-29,1,17,172,1395,48,13341,1,0
3121,5826,1,2023-07-31,1,17,172,1339,47,13340,1,0
3122,5827,1,2024-10-24,1,3,27,217,7,13344,1,0
3123,5828,1,2023-04-23,1,18,182,1412,49,13348,1,0
3124,5829,1,2024-12-29,1,21,220,1677,57,13352,1,0
3125,5829,1,2025-01-10,1,21,220,1686,59,13351,1,0
3126,5831,1,2024-09-29,1,5,42,365,12,13356,1,0
3127,5833,1,2023-01-26,1,1,4,50,1,13358,1,0
3128,5839,1,2025-01-01,1,13,128,1062,34,13366,1,0
3129,5842,1,2024-01-12,1,29,309,2325,84,13369,1,0
3130,5850,1,2024-06-18,1,7,67,526,16,13383,1,0
3131,5851,2,2024-08-05,1,27,292,2201,78,13385,1,0
3132,5851,1,2024-07-17,1,27,292,2127,78,13386,1,0
3133,5856,2,2024-01-17,1,25,258,2010,71,13397,1,0
3134,5857,2,2024-11-01,1,1,7,2,3,13399,1,0
3135,5861,1,2023-12-11,1,19,197,1501,52,13409,1,0
3136,5862,1,2024-04-07,1,24,256,1924,69,13411,1,0
3137,5862,1,2024-03-19,1,24,256,1930,69,13412,1,0
3138,5863,1,2023-06-01,1,13,133,1070,34,13413,1,0
3139,5868,1,2023-05-13,1,27,287,2213,79,13421,1,0
3140,5868,1,2023-05-16,1,27,287,2165,78,13420,1,0
3141,5869,1,2023-12-11,1,25,266,1971,72,13422,1,0
3142,5872,1,2024-02-06,1,16,158,1312,42,13428,1,0
3143,5873,1,2024-01-31,1,26,270,2110,76,13431,1,0
3144,5873,1,2024-01-15,1,26,270,2063,75,13429,1,0
3145,5874,1,2023-11-21,1,10,95,825,25,13433,1,0
3146,5874,1,2023-11-25,1,10,95,781,25,13434,1,0
3147,5877,2,2024-12-29,1,15,150,1177,39,13441,1,0
3148,5877,1,2025-01-06,1,15,150,1174,40,13440,1,0
3149,5882,1,2023-12-15,1,11,107,855,27,13449,1,0
3150,5882,1,2023-12-07,1,11,107,868,27,13450,1,0
3151,5885,1,2023-08-29,1,30,318,2371,87,13457,1,0
3152,5887,1,2024-11-05,1,17,175,1336,45,13462,1,0
3153,5887,1,2024-10-28,1,17,175,1401,47,13463,1,0
3154,5890,1,2024-12-29,1,14,140,1073,36,13467,1,0
3155,5893,1,2024-10-31,1,1,8,38,2,13473,1,0
3156,5894,1,2023-02-01,1,5,47,379,11,13475,1,0
3157,5896,1,2024-04-04,1,22,230,1749,62,13477,1,0
3158,5897,2,2024-10-16,1,15,152,1225,39,13480,1,0
3159,5901,1,2023-11-07,1,25,267,2007,73,13491,1,0
3160,5902,1,2023-10-28,1,10,96,771,25,13492,1,0
3161,5905,1,2024-06-01,1,15,153,1182,40,13498,1,0
3162,5908,1,2023-01-17,1,23,242,1894,66,13502,1,0
3163,5912,1,2024-02-05,1,13,128,1010,34,13509,1,0
3164,5912,1,2024-02-26,1,13,128,1003,34,13510,1,0
3165,5914,2,2023-05-30,1,17,176,1364,47,13516,1,0
3166,5914,1,2023-06-03,1,17,176,1339,47,13515,1,0
3167,5915,1,2024-10-12,1,4,35,300,9,13517,1,0
3168,5917,1,2024-09-27,1,13,133,1051,33,13524,1,0
3169,5917,1,2024-10-23,1,13,133,1071,33,13523,1,0
3170,5919,1,2023-05-06,1,23,236,1881,63,13527,1,0
3171,5919,1,2023-05-11,1,23,236,1885,66,13526,1,0
3172,5925,2,2024-10-23,1,14,141,1080,36,13539,1,0
3173,5926,2,2023-12-04,1,16,155,1257,43,13541,1,0
3174,5927,1,2024-02-24,1,24,252,1901,69,13543,1,0
3175,5928,1,2023-05-23,1,6,56,426,15,13545,1,0
3176,5929,2,2024-05-24,1,27,289,2204,79,13548,1,0
3177,5933,1,2023-12-28,1,2,18,140,5,13556,1,0
3178,5938,1,2024-01-27,1,29,306,2356,84,13564,1,0
3179,5943,1,2023-04-01,1,2,18,156,6,13576,1,0
3180,5949,1,2024-11-30,1,16,158,1288,43,13589,1,0
3181,5956,2,2023-12-24,1,30,318,2375,87,13602,1,0
3182,5957,1,2024-07-15,1,5,48,410,12,13604,1,0
3183,5959,2,2025-01-09,1,18,178,1480,50,13606,1,0
3184,5964,1,2024-09-18,1,28,295,2249,80,13620,1,0
3185,5964,2,2024-09-28,1,28,295,2242,82,13619,1,0
3186,5965,1,2023-02-05,1,27,283,2190,78,13624,1,0
3187,5969,1,2024-06-07,1,13,128,1016,33,13635,1,0
3188,5970,2,2023-02-06,1,30,316,2384,86,13638,1,0
3189,5972,1,2024-03-13,1,10,100,787,23,13640,1,0
3190,5974,1,2023-10-09,1,3,28,242,7,13643,1,0
3191,5975,1,2023-11-15,1,5,44,365,11,13647,1,0
3192,5978,1,2024-12-11,1,26,274,2080,76,13654,1,0
3193,5978,1,2024-12-09,1,26,274,2064,74,13653,1,0
3194,5982,1,2023-03-02,1,14,139,1138,37,13665,1,0
3195,5983,1,2023-10-22,1,1,4,11,2,13666,1,0
3196,5983,1,2023-10-06,1,1,4,61,2,13667,1,0
3197,5984,1,2024-01-27,1,11,116,888,27,13668,1,0
3198,5989,2,2023-08-02,1,10,93,820,25,13677,1,0
3199,5989,1,2023-07-19,1,10,93,817,23,13676,1,0
3200,5991,1,2024-03-17,1,9,91,684,22,13679,1,0
3201,5992,1,2023-05-26,1,15,145,1235,38,13682,1,0
3202,6000,1,2023-12-25,1,23,236,1879,66,13696,1,0
3203,6000,1,2023-12-26,1,23,236,1859,66,13695,1,0
3204,6001,1,2024-11-16,1,17,172,1362,48,13697,1,0
3205,6001,1,2024-11-12,1,17,172,1359,45,13698,1,0
3206,6006,1,2024-03-07,1,17,168,1383,47,13708,1,0
3207,6009,1,2024-12-25,1,8,79,592,18,13715,1,0
3208,6011,1,2023-11-23,1,10,101,758,24,13717,1,0
3209,6012,1,2023-08-01,1,30,318,2388,86,13718,1,0
3210,6012,1,2023-07-14,1,30,318,2441,87,13719,1,0
3211,6014,1,2024-09-08,1,26,277,2120,76,13724,1,0
3212,6014,2,2024-08-16,1,26,277,2125,74,13723,1,0
3213,6015,1,2024-10-09,1,1,9,30,3,13726,1,0
3214,6017,1,2023-07-06,1,8,75,629,19,13729,1,0
3215,6017,1,2023-07-29,1,8,75,645,20,13728,1,0
3216,6018,1,2024-10-14,1,10,102,769,23,13731,1,0
3217,6039,1,2023-06-02,1,21,216,1731,56,13771,1,0
3218,6039,2,2023-06-16,1,21,216,1679,56,13772,1,0
3219,6041,2,2023-07-17,1,5,43,349,13,13777,1,0
3220,6046,1,2024-01-24,1,19,192,1518,52,13785,1,0
3221,6049,2,2023-08-09,1,23,240,1814,66,13788,1,0
3222,6053,1,2023-11-01,1,17,173,1348,47,13799,1,0
3223,6054,1,2023-10-07,1,5,46,374,13,13801,1,0
3224,6054,1,2023-09-18,1,5,46,372,11,13800,1,0
3225,6065,1,2025-01-11,1,13,133,1029,33,13820,1,0
3226,6067,1,2024-10-04,1,29,311,2313,84,13822,1,0
3227,6069,1,2023-08-21,1,28,296,2276,80,13826,1,0
3228,6069,1,2023-07-22,1,28,296,2284,82,13825,1,0
3229,6076,1,2024-11-28,1,21,215,1678,58,13844,1,0
3230,6076,2,2024-11-16,1,21,215,1709,59,13843,1,0
3231,6078,1,2024-04-30,1,7,67,504,17,13849,1,0
3232,6080,1,2024-07-18,1,20,203,1621,54,13852,1,0
3233,6088,1,2023-06-04,1,15,153,1225,40,13867,1,0
3234,6091,1,2024-06-30,1,12,119,973,29,13875,1,0
3235,6092,1,2023-10-13,1,2,19,134,6,13878,1,0
3236,6093,1,2023-01-16,1,29,310,2294,85,13879,1,0
3237,6094,1,2024-04-30,1,30,323,2384,87,13880,1,0
3238,6096,1,2024-02-01,1,9,84,689,21,13885,1,0
3239,6097,1,2023-01-20,1,13,129,1062,33,13887,1,0
3240,6101,2,2024-01-05,1,14,136,1139,37,13894,1,0
3241,6102,1,2024-10-28,1,29,311,2288,84,13895,1,0
3242,6106,1,2024-02-11,1,10,95,758,23,13900,1,0
3243,6109,1,2023-12-17,1,19,195,1552,53,13905,1,0
3244,6110,2,2023-08-28,1,14,138,1106,36,13906,1,0
3245,6113,1,2023-08-05,1,27,288,2140,79,13915,1,0
3246,6113,1,2023-08-14,1,27,288,2163,78,13914,1,0
3247,6119,1,2024-02-28,1,5,47,342,12,13932,1,0
3248,6126,1,2023-08-12,1,8,74,641,18,13948,1,0
3249,6129,2,2023-08-21,1,10,102,787,23,13953,1,0
3250,6129,1,2023-09-01,1,10,102,763,24,13956,1,0
3251,6132,1,2023-02-28,1,22,232,1792,61,13960,1,0
3252,6135,1,2023-03-03,1,27,285,2204,79,13964,1,0
3253,6135,1,2023-02-20,1,27,285,2202,79,13965,1,0
3254,6136,1,2024-12-02,1,12,119,953,31,13967,1,0
3255,6137,1,2023-02-13,1,1,3,65,1,13971,1,0
3256,6137,2,2023-02-10,1,1,3,67,2,13970,1,0
3257,6139,1,2024-02-11,1,17,173,1340,45,13975,1,0
3258,6143,1,2023-02-16,1,14,142,1081,37,13981,1,0
